case_id,traj_file,frame,time_ps,tracked_oi_atom_index,tracked_oi_to_vacancy_distance_A,nearest_O_to_vacancy_site_atom_index,nearest_O_to_vacancy_site_distance_A,vacancy_site_occupied,occupied_O_Cu_coordination,coordination_recovered
F3,YBa2Cu3O7_553_Frenkel3_113.traj,638,0.319000,39,6.014480,26,3.856149,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,639,0.319500,39,6.010985,26,3.858161,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,640,0.320000,39,6.007475,26,3.860269,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,641,0.320500,39,6.003874,26,3.862454,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,642,0.321000,39,6.000220,26,3.864666,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,643,0.321500,39,5.996562,26,3.866927,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,644,0.322000,39,5.992881,26,3.869273,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,645,0.322500,39,5.989212,26,3.871699,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,646,0.323000,39,5.985569,26,3.874094,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,647,0.323500,39,5.981908,26,3.876475,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,648,0.324000,39,5.978288,26,3.878872,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,649,0.324500,39,5.974738,26,3.881273,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,650,0.325000,39,5.971193,26,3.883655,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,651,0.325500,39,5.967635,26,3.886015,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,652,0.326000,39,5.964146,26,3.888358,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,653,0.326500,39,5.960641,26,3.890702,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,654,0.327000,39,5.957132,26,3.893006,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,655,0.327500,39,5.953726,26,3.895217,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,656,0.328000,39,5.950389,26,3.897351,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,657,0.328500,39,5.947067,26,3.899444,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,658,0.329000,39,5.943792,26,3.901438,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,659,0.329500,39,5.940583,26,3.903392,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,660,0.330000,39,5.937351,26,3.905325,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,661,0.330500,39,5.934094,26,3.907156,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,662,0.331000,39,5.930862,26,3.908900,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,663,0.331500,39,5.927712,26,3.910556,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,664,0.332000,39,5.924607,26,3.912134,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,665,0.332500,39,5.921415,26,3.913662,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,666,0.333000,39,5.918186,26,3.915107,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,667,0.333500,39,5.914969,26,3.916421,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,668,0.334000,39,5.911755,26,3.917653,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,669,0.334500,39,5.908587,26,3.918798,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,670,0.335000,39,5.905456,26,3.919834,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,671,0.335500,39,5.902390,26,3.920757,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,672,0.336000,39,5.899371,26,3.921648,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,673,0.336500,39,5.896370,26,3.922453,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,674,0.337000,39,5.893345,26,3.923168,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,675,0.337500,39,5.890373,26,3.923798,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,676,0.338000,39,5.887426,26,3.924298,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,677,0.338500,39,5.884569,26,3.924702,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,678,0.339000,39,5.881775,26,3.925025,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,679,0.339500,39,5.879020,26,3.925199,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,680,0.340000,39,5.876308,26,3.925203,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,681,0.340500,39,5.873644,26,3.925018,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,682,0.341000,39,5.871087,26,3.924706,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,683,0.341500,39,5.868611,26,3.924220,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,684,0.342000,39,5.866242,26,3.923636,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,685,0.342500,39,5.863987,26,3.922969,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,686,0.343000,39,5.861812,26,3.922233,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,687,0.343500,39,5.859708,26,3.921460,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,688,0.344000,39,5.857744,26,3.920538,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,689,0.344500,39,5.855806,26,3.919531,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,690,0.345000,39,5.853886,26,3.918437,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,691,0.345500,39,5.852068,26,3.917231,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,692,0.346000,39,5.850305,26,3.915945,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,693,0.346500,39,5.848667,26,3.914541,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,694,0.347000,39,5.847130,26,3.913016,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,695,0.347500,39,5.845665,26,3.911418,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,696,0.348000,39,5.844275,26,3.909648,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,697,0.348500,39,5.843061,26,3.907728,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,698,0.349000,39,5.841985,26,3.905761,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,699,0.349500,39,5.841040,26,3.903722,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,700,0.350000,39,5.840253,26,3.901649,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,701,0.350500,39,5.839583,26,3.899481,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,702,0.351000,39,5.838994,26,3.897239,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,703,0.351500,39,5.838513,26,3.894948,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,704,0.352000,39,5.838057,26,3.892599,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,705,0.352500,39,5.837617,26,3.890156,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,706,0.353000,39,5.837301,26,3.887640,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,707,0.353500,39,5.837048,26,3.885099,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,708,0.354000,39,5.836816,26,3.882492,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,709,0.354500,39,5.836582,26,3.879854,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,710,0.355000,39,5.836440,26,3.877173,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,711,0.355500,39,5.836376,26,3.874448,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,712,0.356000,39,5.836356,26,3.871723,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,713,0.356500,39,5.836344,26,3.868979,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,714,0.357000,39,5.836387,26,3.866224,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,715,0.357500,39,5.836496,26,3.863423,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,716,0.358000,39,5.836644,26,3.860621,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,717,0.358500,39,5.836850,26,3.857762,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,718,0.359000,39,5.837063,26,3.854942,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,719,0.359500,39,5.837329,26,3.852181,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,720,0.360000,39,5.837611,26,3.849442,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,721,0.360500,39,5.837909,26,3.846669,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,722,0.361000,39,5.838225,26,3.843905,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,723,0.361500,39,5.838541,26,3.841111,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,724,0.362000,39,5.838901,26,3.838366,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,725,0.362500,39,5.839261,26,3.835646,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,726,0.363000,39,5.839639,26,3.832913,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,727,0.363500,39,5.840079,26,3.830172,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,728,0.364000,39,5.840517,26,3.827444,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,729,0.364500,39,5.841066,26,3.824781,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,730,0.365000,39,5.841652,26,3.822074,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,731,0.365500,39,5.842298,26,3.819410,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,732,0.366000,39,5.843002,26,3.816775,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,733,0.366500,39,5.843761,26,3.814183,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,734,0.367000,39,5.844579,26,3.811673,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,735,0.367500,39,5.845399,26,3.809229,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,736,0.368000,39,5.846185,26,3.806798,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,737,0.368500,39,5.846980,26,3.804427,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,738,0.369000,39,5.847795,26,3.802130,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,739,0.369500,39,5.848599,26,3.799931,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,740,0.370000,39,5.849424,26,3.797807,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,741,0.370500,39,5.850252,26,3.795749,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,742,0.371000,39,5.851089,26,3.793743,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,743,0.371500,39,5.851920,26,3.791846,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,744,0.372000,39,5.852769,26,3.790034,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,745,0.372500,39,5.853704,26,3.788342,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,746,0.373000,39,5.854667,26,3.786760,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,747,0.373500,39,5.855612,26,3.785329,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,748,0.374000,39,5.856579,26,3.783987,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,749,0.374500,39,5.857539,26,3.782684,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,750,0.375000,39,5.858480,26,3.781472,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,751,0.375500,39,5.859493,26,3.780347,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,752,0.376000,39,5.860538,26,3.779323,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,753,0.376500,39,5.861556,26,3.778398,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,754,0.377000,39,5.862598,26,3.777536,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,755,0.377500,39,5.863670,26,3.776771,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,756,0.378000,39,5.864701,26,3.776104,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,757,0.378500,39,5.865729,26,3.775504,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,758,0.379000,39,5.866800,26,3.774993,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,759,0.379500,39,5.867862,26,3.774584,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,760,0.380000,39,5.868998,26,3.774293,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,761,0.380500,39,5.870178,26,3.774068,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,762,0.381000,39,5.871345,26,3.773897,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,763,0.381500,39,5.872463,26,3.773787,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,764,0.382000,39,5.873572,26,3.773797,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,765,0.382500,39,5.874663,26,3.773926,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,766,0.383000,39,5.875829,26,3.774070,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,767,0.383500,39,5.877022,26,3.774232,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,768,0.384000,39,5.878194,26,3.774446,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,769,0.384500,39,5.879354,26,3.774734,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,770,0.385000,39,5.880525,26,3.775094,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,771,0.385500,39,5.881690,26,3.775555,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,772,0.386000,39,5.882904,26,3.776095,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,773,0.386500,39,5.884114,26,3.776711,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,774,0.387000,39,5.885369,26,3.777439,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,775,0.387500,39,5.886680,26,3.778185,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,776,0.388000,39,5.887995,26,3.778947,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,777,0.388500,39,5.889345,26,3.779738,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,778,0.389000,39,5.890721,26,3.780594,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,779,0.389500,39,5.892136,26,3.781464,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,780,0.390000,39,5.893588,26,3.782274,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,781,0.390500,39,5.895135,26,3.783091,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,782,0.391000,39,5.896695,26,3.783928,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,783,0.391500,39,5.898192,26,3.784796,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,784,0.392000,39,5.899674,26,3.785732,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,785,0.392500,39,5.901177,26,3.786702,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,786,0.393000,39,5.902716,26,3.787685,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,787,0.393500,39,5.904289,26,3.788733,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,788,0.394000,39,5.905928,26,3.789760,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,789,0.394500,39,5.907589,26,3.790732,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,790,0.395000,39,5.909320,26,3.791661,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,791,0.395500,39,5.911115,26,3.792543,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,792,0.396000,39,5.912955,26,3.793378,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,793,0.396500,39,5.914776,26,3.794182,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,794,0.397000,39,5.916648,26,3.794891,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,795,0.397500,39,5.918508,26,3.795608,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,796,0.398000,39,5.920373,26,3.796303,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,797,0.398500,39,5.922221,26,3.796986,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,798,0.399000,39,5.924023,26,3.797651,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,799,0.399500,39,5.925801,26,3.798182,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,800,0.400000,39,5.927587,26,3.798580,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,801,0.400500,39,5.929381,26,3.798845,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,802,0.401000,39,5.931184,26,3.799038,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,803,0.401500,39,5.933025,26,3.799137,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,804,0.402000,39,5.934908,26,3.799083,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,805,0.402500,39,5.936847,26,3.798956,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,806,0.403000,39,5.938829,26,3.798734,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,807,0.403500,39,5.940750,26,3.798438,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,808,0.404000,39,5.942600,26,3.798020,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,809,0.404500,39,5.944423,26,3.797513,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,810,0.405000,39,5.946303,26,3.796925,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,811,0.405500,39,5.948251,26,3.796284,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,812,0.406000,39,5.950166,26,3.795584,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,813,0.406500,39,5.952027,26,3.794780,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,814,0.407000,39,5.953812,26,3.793880,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,815,0.407500,39,5.955504,26,3.792919,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,816,0.408000,39,5.957105,26,3.791878,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,817,0.408500,39,5.958665,26,3.790785,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,818,0.409000,39,5.960281,26,3.789625,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,819,0.409500,39,5.961914,26,3.788384,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,820,0.410000,39,5.963508,26,3.787066,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,821,0.410500,39,5.965092,26,3.785630,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,822,0.411000,39,5.966630,26,3.784183,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,823,0.411500,39,5.968120,26,3.782703,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,824,0.412000,39,5.969544,26,3.781150,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,825,0.412500,39,5.970887,26,3.779481,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,826,0.413000,39,5.972115,26,3.777774,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,827,0.413500,39,5.973309,26,3.776003,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,828,0.414000,39,5.974491,26,3.774157,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,829,0.414500,39,5.975650,26,3.772262,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,830,0.415000,39,5.976793,26,3.770352,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,831,0.415500,39,5.977925,26,3.768436,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,832,0.416000,39,5.978980,26,3.766511,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,833,0.416500,39,5.979935,26,3.764564,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,834,0.417000,39,5.980800,26,3.762624,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,835,0.417500,39,5.981658,26,3.760661,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,836,0.418000,39,5.982489,26,3.758702,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,837,0.418500,39,5.983223,26,3.756819,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,838,0.419000,39,5.983961,26,3.754955,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,839,0.419500,39,5.984708,26,3.753213,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,840,0.420000,39,5.985442,26,3.751524,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,841,0.420500,39,5.986142,26,3.749823,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,842,0.421000,39,5.986798,26,3.748103,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,843,0.421500,39,5.987396,26,3.746391,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,844,0.422000,39,5.987925,26,3.744696,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,845,0.422500,39,5.988371,26,3.742991,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,846,0.423000,39,5.988784,26,3.741295,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,847,0.423500,39,5.989113,26,3.739615,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,848,0.424000,39,5.989508,26,3.737928,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,849,0.424500,39,5.989825,26,3.736274,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,850,0.425000,39,5.990100,26,3.734716,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,851,0.425500,39,5.990389,26,3.733289,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,852,0.426000,39,5.990689,26,3.731911,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,853,0.426500,39,5.990996,26,3.730570,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,854,0.427000,39,5.991266,26,3.729259,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,855,0.427500,39,5.991494,26,3.728032,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,856,0.428000,39,5.991732,26,3.726948,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,857,0.428500,39,5.991986,26,3.725959,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,858,0.429000,39,5.992222,26,3.725038,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,859,0.429500,39,5.992402,26,3.724129,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,860,0.430000,39,5.992600,26,3.723241,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,861,0.430500,39,5.992724,26,3.722393,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,862,0.431000,39,5.992798,26,3.721597,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,863,0.431500,39,5.992897,26,3.720880,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,864,0.432000,39,5.992936,26,3.720286,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,865,0.432500,39,5.992941,26,3.719816,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,866,0.433000,39,5.992980,26,3.719406,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,867,0.433500,39,5.993032,26,3.719067,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,868,0.434000,39,5.993029,26,3.718792,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,869,0.434500,39,5.992991,26,3.718570,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,870,0.435000,39,5.992886,26,3.718419,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,871,0.435500,39,5.992742,26,3.718288,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,872,0.436000,39,5.992603,26,3.718162,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,873,0.436500,39,5.992455,26,3.718097,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,874,0.437000,39,5.992300,26,3.718114,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,875,0.437500,39,5.992148,26,3.718158,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,876,0.438000,39,5.991991,26,3.718191,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,877,0.438500,39,5.991880,26,3.718199,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,878,0.439000,39,5.991765,26,3.718171,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,879,0.439500,39,5.991626,26,3.718189,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,880,0.440000,39,5.991544,26,3.718234,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,881,0.440500,39,5.991454,26,3.718349,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,882,0.441000,39,5.991308,26,3.718546,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,883,0.441500,39,5.991166,26,3.718807,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,884,0.442000,39,5.991048,26,3.719121,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,885,0.442500,39,5.990955,26,3.719476,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,886,0.443000,39,5.990818,26,3.719866,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,887,0.443500,39,5.990625,26,3.720271,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,888,0.444000,39,5.990418,26,3.720707,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,889,0.444500,39,5.990267,26,3.721196,0,1,0
