Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3985        -6032.710    -6041.838        9.127    72.4
0.3990        -6032.690    -6041.839        9.149    72.6
0.3995        -6032.650    -6041.839        9.189    72.9
0.4000        -6032.628    -6041.838        9.210    73.1
0.4005        -6032.643    -6041.837        9.194    72.9
0.4010        -6032.653    -6041.834        9.181    72.9
0.4015        -6032.623    -6041.831        9.208    73.1
0.4020        -6032.598    -6041.826        9.229    73.2
0.4025        -6032.576    -6041.821        9.246    73.4
0.4030        -6032.568    -6041.816        9.248    73.4
0.4035        -6032.573    -6041.810        9.238    73.3
0.4040        -6032.569    -6041.804        9.235    73.3
0.4045        -6032.563    -6041.797        9.234    73.3
0.4050        -6032.551    -6041.789        9.237    73.3
0.4055        -6032.538    -6041.780        9.241    73.3
0.4060        -6032.576    -6041.771        9.195    73.0
0.4065        -6032.567    -6041.762        9.194    73.0
0.4070        -6032.565    -6041.752        9.186    72.9
0.4075        -6032.571    -6041.741        9.170    72.8
0.4080        -6032.553    -6041.729        9.176    72.8
0.4085        -6032.557    -6041.718        9.161    72.7
0.4090        -6032.559    -6041.705        9.147    72.6
0.4095        -6032.559    -6041.693        9.134    72.5
0.4100        -6032.519    -6041.680        9.162    72.7
0.4105        -6032.508    -6041.668        9.160    72.7
0.4110        -6032.502    -6041.656        9.154    72.6
0.4115        -6032.485    -6041.645        9.160    72.7
0.4120        -6032.467    -6041.634        9.167    72.7
0.4125        -6032.452    -6041.624        9.173    72.8
0.4130        -6032.466    -6041.615        9.148    72.6
0.4135        -6032.415    -6041.606        9.191    72.9
0.4140        -6032.393    -6041.599        9.206    73.0
0.4145        -6032.359    -6041.592        9.233    73.3
0.4150        -6032.333    -6041.587        9.254    73.4
0.4155        -6032.315    -6041.582        9.268    73.5
0.4160        -6032.290    -6041.578        9.288    73.7
0.4165        -6032.289    -6041.575        9.286    73.7
0.4170        -6032.271    -6041.573        9.302    73.8
0.4175        -6032.252    -6041.572        9.320    74.0
0.4180        -6032.246    -6041.572        9.325    74.0
0.4185        -6032.239    -6041.572        9.333    74.1
0.4190        -6032.198    -6041.572        9.374    74.4
0.4195        -6032.181    -6041.572        9.391    74.5
0.4200        -6032.189    -6041.573        9.384    74.5
0.4205        -6032.153    -6041.574        9.420    74.7
0.4210        -6032.105    -6041.575        9.470    75.1
0.4215        -6032.076    -6041.576        9.500    75.4
0.4220        -6032.055    -6041.577        9.523    75.6
0.4225        -6032.045    -6041.578        9.533    75.6
0.4230        -6032.048    -6041.578        9.530    75.6
0.4235        -6032.020    -6041.579        9.559    75.8
0.4240        -6031.996    -6041.579        9.583    76.0
0.4245        -6032.001    -6041.579        9.578    76.0
0.4250        -6031.956    -6041.579        9.623    76.4
0.4255        -6031.909    -6041.577        9.668    76.7
0.4260        -6031.886    -6041.575        9.689    76.9
0.4265        -6031.886    -6041.572        9.686    76.9
0.4270        -6031.847    -6041.567        9.721    77.1
0.4275        -6031.826    -6041.562        9.736    77.3
0.4280        -6031.818    -6041.556        9.738    77.3
0.4285        -6031.786    -6041.549        9.764    77.5
0.4290        -6031.771    -6041.542        9.771    77.5
0.4295        -6031.743    -6041.533        9.790    77.7
0.4300        -6031.735    -6041.523        9.788    77.7
0.4305        -6031.698    -6041.512        9.813    77.9
0.4310        -6031.673    -6041.500        9.827    78.0
0.4315        -6031.679    -6041.487        9.809    77.8
0.4320        -6031.679    -6041.474        9.795    77.7
0.4325        -6031.671    -6041.460        9.790    77.7
0.4330        -6031.660    -6041.445        9.786    77.6
0.4335        -6031.627    -6041.430        9.803    77.8
0.4340        -6031.634    -6041.414        9.781    77.6
0.4345        -6031.613    -6041.398        9.785    77.6
0.4350        -6031.581    -6041.381        9.799    77.8
0.4355        -6031.543    -6041.363        9.820    77.9
0.4360        -6031.513    -6041.344        9.831    78.0
0.4365        -6031.520    -6041.326        9.805    77.8
0.4370        -6031.491    -6041.307        9.816    77.9
0.4375        -6031.483    -6041.288        9.806    77.8
0.4380        -6031.453    -6041.271        9.818    77.9
0.4385        -6031.444    -6041.253        9.810    77.8
0.4390        -6031.434    -6041.237        9.803    77.8
0.4395        -6031.409    -6041.222        9.813    77.9
0.4400        -6031.386    -6041.207        9.821    77.9
0.4405        -6031.402    -6041.193        9.791    77.7
0.4410        -6031.393    -6041.179        9.786    77.7
0.4415        -6031.370    -6041.166        9.796    77.7
0.4420        -6031.372    -6041.154        9.782    77.6
0.4425        -6031.347    -6041.143        9.796    77.7
0.4430        -6031.357    -6041.132        9.775    77.6
0.4435        -6031.371    -6041.122        9.751    77.4
0.4440        -6031.357    -6041.112        9.756    77.4
0.4445        -6031.361    -6041.104        9.743    77.3
0.4450        -6031.344    -6041.095        9.752    77.4
0.4455        -6031.321    -6041.087        9.767    77.5
0.4460        -6031.316    -6041.080        9.764    77.5
0.4465        -6031.285    -6041.073        9.788    77.7
0.4470        -6031.285    -6041.065        9.780    77.6
0.4475        -6031.244    -6041.057        9.813    77.9
0.4480        -6031.227    -6041.050        9.823    77.9
0.4485        -6031.231    -6041.043        9.813    77.9
0.4490        -6031.237    -6041.036        9.799    77.8
0.4495        -6031.206    -6041.029        9.822    77.9
0.4500        -6031.196    -6041.021        9.825    78.0
0.4505        -6031.207    -6041.013        9.806    77.8
0.4510        -6031.176    -6041.005        9.829    78.0
0.4515        -6031.204    -6040.996        9.792    77.7
0.4520        -6031.186    -6040.987        9.801    77.8
0.4525        -6031.186    -6040.978        9.791    77.7
0.4530        -6031.184    -6040.968        9.783    77.6
0.4535        -6031.167    -6040.957        9.790    77.7
0.4540        -6031.151    -6040.946        9.795    77.7
0.4545        -6031.135    -6040.934        9.799    77.8
0.4550        -6031.111    -6040.922        9.811    77.8
0.4555        -6031.097    -6040.910        9.812    77.9
0.4560        -6031.073    -6040.897        9.824    77.9
0.4565        -6031.069    -6040.883        9.814    77.9
0.4570        -6031.073    -6040.868        9.795    77.7
0.4575        -6031.068    -6040.853        9.785    77.6
0.4580        -6031.060    -6040.838        9.778    77.6
0.4585        -6031.045    -6040.823        9.778    77.6
0.4590        -6031.039    -6040.807        9.769    77.5
0.4595        -6031.051    -6040.791        9.740    77.3
0.4600        -6031.022    -6040.775        9.752    77.4
0.4605        -6031.028    -6040.758        9.730    77.2
0.4610        -6031.056    -6040.740        9.684    76.8
0.4615        -6031.060    -6040.721        9.661    76.7
0.4620        -6031.069    -6040.702        9.633    76.4
0.4625        -6031.054    -6040.682        9.628    76.4
0.4630        -6031.045    -6040.662        9.618    76.3
0.4635        -6030.998    -6040.642        9.644    76.5
0.4640        -6030.986    -6040.622        9.636    76.5
0.4645        -6030.992    -6040.602        9.610    76.3
0.4650        -6030.983    -6040.582        9.599    76.2
0.4655        -6030.943    -6040.562        9.619    76.3
0.4660        -6030.940    -6040.542        9.602    76.2
0.4665        -6030.952    -6040.523        9.570    75.9
0.4670        -6030.945    -6040.504        9.559    75.8
0.4675        -6030.920    -6040.485        9.564    75.9
0.4680        -6030.899    -6040.466        9.567    75.9
0.4685        -6030.883    -6040.447        9.564    75.9
0.4690        -6030.894    -6040.428        9.534    75.6
0.4695        -6030.897    -6040.410        9.513    75.5
0.4700        -6030.869    -6040.392        9.523    75.6
0.4705        -6030.855    -6040.374        9.519    75.5
0.4710        -6030.804    -6040.357        9.553    75.8
0.4715        -6030.794    -6040.340        9.546    75.7
0.4720        -6030.791    -6040.323        9.532    75.6
0.4725        -6030.760    -6040.307        9.548    75.8
0.4730        -6030.735    -6040.292        9.557    75.8
0.4735        -6030.723    -6040.278        9.555    75.8
0.4740        -6030.700    -6040.264        9.564    75.9
0.4745        -6030.674    -6040.251        9.577    76.0
0.4750        -6030.657    -6040.239        9.582    76.0
0.4755        -6030.647    -6040.227        9.580    76.0
0.4760        -6030.595    -6040.216        9.621    76.3
0.4765        -6030.594    -6040.206        9.612    76.3
0.4770        -6030.606    -6040.197        9.591    76.1
0.4775        -6030.580    -6040.188        9.608    76.2
0.4780        -6030.551    -6040.179        9.628    76.4
0.4785        -6030.528    -6040.171        9.643    76.5
0.4790        -6030.488    -6040.163        9.675    76.8
0.4795        -6030.487    -6040.155        9.669    76.7
0.4800        -6030.460    -6040.148        9.688    76.9
0.4805        -6030.435    -6040.141        9.706    77.0
0.4810        -6030.426    -6040.134        9.708    77.0
0.4815        -6030.446    -6040.127        9.682    76.8
0.4820        -6030.444    -6040.121        9.677    76.8
0.4825        -6030.401    -6040.114        9.713    77.1
0.4830        -6030.390    -6040.107        9.718    77.1
0.4835        -6030.354    -6040.100        9.746    77.3
0.4840        -6030.334    -6040.093        9.759    77.4
0.4845        -6030.313    -6040.086        9.773    77.5
0.4850        -6030.284    -6040.079        9.795    77.7
0.4855        -6030.263    -6040.073        9.809    77.8
0.4860        -6030.266    -6040.066        9.800    77.8
0.4865        -6030.239    -6040.059        9.820    77.9
0.4870        -6030.233    -6040.052        9.819    77.9
0.4875        -6030.184    -6040.046        9.861    78.2
0.4880        -6030.168    -6040.038        9.870    78.3
0.4885        -6030.138    -6040.031        9.893    78.5
0.4890        -6030.145    -6040.024        9.879    78.4
0.4895        -6030.160    -6040.016        9.856    78.2
0.4900        -6030.143    -6040.008        9.865    78.3
0.4905        -6030.158    -6040.001        9.843    78.1
0.4910        -6030.139    -6039.993        9.854    78.2
0.4915        -6030.137    -6039.984        9.847    78.1
0.4920        -6030.123    -6039.975        9.852    78.2
0.4925        -6030.085    -6039.966        9.881    78.4
0.4930        -6030.061    -6039.956        9.895    78.5
0.4935        -6030.058    -6039.946        9.888    78.5
0.4940        -6030.040    -6039.935        9.895    78.5
0.4945        -6030.035    -6039.924        9.889    78.5
0.4950        -6030.020    -6039.911        9.891    78.5
0.4955        -6029.987    -6039.899        9.912    78.6
0.4960        -6029.995    -6039.886        9.891    78.5
0.4965        -6029.953    -6039.873        9.920    78.7
0.4970        -6029.948    -6039.860        9.912    78.6
0.4975        -6029.945    -6039.847        9.902    78.6
0.4980        -6029.927    -6039.832        9.905    78.6
0.4985        -6029.908    -6039.818        9.909    78.6
0.4990        -6029.888    -6039.802        9.914    78.7
0.4995        -6029.883    -6039.787        9.904    78.6
0.5000        -6029.853    -6039.772        9.919    78.7
0.5005        -6029.856    -6039.756        9.900    78.6
0.5010        -6029.836    -6039.741        9.905    78.6
0.5015        -6029.798    -6039.726        9.928    78.8
0.5020        -6029.787    -6039.712        9.925    78.8
0.5025        -6029.754    -6039.698        9.945    78.9
0.5030        -6029.758    -6039.685        9.928    78.8
0.5035        -6029.730    -6039.673        9.943    78.9
0.5040        -6029.702    -6039.661        9.959    79.0
0.5045        -6029.678    -6039.650        9.972    79.1
0.5050        -6029.668    -6039.640        9.972    79.1
0.5055        -6029.655    -6039.630        9.975    79.1
0.5060        -6029.646    -6039.621        9.975    79.1
0.5065        -6029.642    -6039.614        9.972    79.1
0.5070        -6029.625    -6039.607        9.983    79.2
0.5075        -6029.620    -6039.602        9.982    79.2
0.5080        -6029.616    -6039.598        9.982    79.2
0.5085        -6029.615    -6039.594        9.979    79.2
0.5090        -6029.617    -6039.591        9.974    79.1
0.5095        -6029.610    -6039.589        9.979    79.2
0.5100        -6029.594    -6039.588        9.994    79.3
0.5105        -6029.565    -6039.588       10.022    79.5
0.5110        -6029.556    -6039.588       10.032    79.6
0.5115        -6029.548    -6039.590       10.042    79.7
0.5120        -6029.516    -6039.593       10.077    80.0
0.5125        -6029.526    -6039.596       10.071    79.9
0.5130        -6029.501    -6039.600       10.099    80.1
0.5135        -6029.462    -6039.604       10.142    80.5
0.5140        -6029.418    -6039.608       10.190    80.9
0.5145        -6029.403    -6039.614       10.211    81.0
0.5150        -6029.402    -6039.619       10.217    81.1
0.5155        -6029.370    -6039.625       10.254    81.4
0.5160        -6029.344    -6039.630       10.287    81.6
0.5165        -6029.331    -6039.636       10.305    81.8
0.5170        -6029.313    -6039.641       10.328    81.9
0.5175        -6029.290    -6039.646       10.356    82.2
0.5180        -6029.257    -6039.650       10.394    82.5
0.5185        -6029.260    -6039.654       10.394    82.5
0.5190        -6029.247    -6039.657       10.410    82.6
0.5195        -6029.222    -6039.660       10.438    82.8
0.5200        -6029.223    -6039.662       10.438    82.8
0.5205        -6029.202    -6039.662       10.460    83.0
0.5210        -6029.192    -6039.663       10.471    83.1
0.5215        -6029.144    -6039.663       10.519    83.5
0.5220        -6029.125    -6039.662       10.537    83.6
0.5225        -6029.127    -6039.661       10.534    83.6
0.5230        -6029.109    -6039.658       10.550    83.7
0.5235        -6029.091    -6039.655       10.564    83.8
0.5240        -6029.063    -6039.650       10.587    84.0
0.5245        -6029.060    -6039.644       10.584    84.0
0.5250        -6029.040    -6039.637       10.596    84.1
0.5255        -6029.028    -6039.627       10.600    84.1
0.5260        -6029.027    -6039.617       10.590    84.0
0.5265        -6029.007    -6039.604       10.597    84.1
0.5270        -6028.985    -6039.591       10.606    84.2
0.5275        -6028.982    -6039.577       10.594    84.1
0.5280        -6028.969    -6039.561       10.592    84.0
0.5285        -6028.958    -6039.545       10.587    84.0
0.5290        -6028.948    -6039.528       10.579    83.9
0.5295        -6028.937    -6039.509       10.572    83.9
0.5300        -6028.911    -6039.489       10.578    83.9
0.5305        -6028.899    -6039.469       10.570    83.9
0.5310        -6028.871    -6039.447       10.576    83.9
0.5315        -6028.860    -6039.425       10.564    83.8
0.5320        -6028.831    -6039.402       10.571    83.9
0.5325        -6028.812    -6039.378       10.566    83.8
0.5330        -6028.816    -6039.354       10.538    83.6
0.5335        -6028.780    -6039.329       10.549    83.7
0.5340        -6028.770    -6039.304       10.534    83.6
0.5345        -6028.755    -6039.279       10.524    83.5
0.5350        -6028.720    -6039.254       10.534    83.6
0.5355        -6028.694    -6039.229       10.535    83.6
0.5360        -6028.667    -6039.204       10.537    83.6
0.5365        -6028.661    -6039.180       10.519    83.5
0.5370        -6028.628    -6039.156       10.528    83.5
0.5375        -6028.597    -6039.132       10.535    83.6
0.5380        -6028.609    -6039.109       10.500    83.3
0.5385        -6028.604    -6039.087       10.482    83.2
0.5390        -6028.589    -6039.066       10.477    83.1
0.5395        -6028.558    -6039.046       10.488    83.2
0.5400        -6028.547    -6039.028       10.481    83.2
0.5405        -6028.566    -6039.010       10.445    82.9
0.5410        -6028.560    -6038.995       10.435    82.8
0.5415        -6028.565    -6038.981       10.417    82.7
0.5420        -6028.537    -6038.969       10.433    82.8
0.5425        -6028.508    -6038.959       10.451    82.9
0.5430        -6028.483    -6038.951       10.469    83.1
0.5435        -6028.467    -6038.945       10.478    83.1
0.5440        -6028.464    -6038.941       10.477    83.1
0.5445        -6028.429    -6038.939       10.510    83.4
0.5450        -6028.418    -6038.939       10.521    83.5
0.5455        -6028.359    -6038.942       10.582    84.0
0.5460        -6028.343    -6038.945       10.602    84.1
0.5465        -6028.344    -6038.951       10.607    84.2
0.5470        -6028.330    -6038.958       10.629    84.3
0.5475        -6028.321    -6038.968       10.647    84.5
0.5480        -6028.301    -6038.979       10.678    84.7
0.5485        -6028.271    -6038.992       10.721    85.1
0.5490        -6028.251    -6039.007       10.756    85.3
0.5495        -6028.226    -6039.023       10.797    85.7
0.5500        -6028.201    -6039.041       10.840    86.0
0.5505        -6028.187    -6039.060       10.873    86.3
0.5510        -6028.157    -6039.080       10.923    86.7
0.5515        -6028.120    -6039.100       10.981    87.1
0.5520        -6028.140    -6039.123       10.983    87.1
0.5525        -6028.115    -6039.147       11.031    87.5
0.5530        -6028.107    -6039.171       11.064    87.8
0.5535        -6028.099    -6039.196       11.097    88.1
0.5540        -6028.111    -6039.222       11.111    88.2
0.5545        -6028.072    -6039.247       11.175    88.7
0.5550        -6028.041    -6039.273       11.232    89.1
0.5555        -6028.036    -6039.299       11.264    89.4
0.5560        -6027.996    -6039.326       11.330    89.9
0.5565        -6027.944    -6039.352       11.408    90.5
0.5570        -6027.946    -6039.378       11.432    90.7
0.5575        -6027.964    -6039.404       11.440    90.8
0.5580        -6027.957    -6039.430       11.473    91.0
0.5585        -6027.943    -6039.454       11.511    91.3
0.5590        -6027.948    -6039.477       11.529    91.5
0.5595        -6027.930    -6039.498       11.569    91.8
0.5600        -6027.890    -6039.519       11.628    92.3
0.5605        -6027.876    -6039.537       11.661    92.5
0.5610        -6027.835    -6039.554       11.719    93.0
0.5615        -6027.808    -6039.569       11.761    93.3
0.5620        -6027.779    -6039.582       11.803    93.7
0.5625        -6027.781    -6039.593       11.811    93.7
0.5630        -6027.755    -6039.602       11.846    94.0
0.5635        -6027.759    -6039.609       11.850    94.0
0.5640        -6027.763    -6039.613       11.850    94.0
0.5645        -6027.731    -6039.616       11.885    94.3
0.5650        -6027.707    -6039.616       11.909    94.5
0.5655        -6027.693    -6039.614       11.920    94.6
0.5660        -6027.688    -6039.609       11.921    94.6
0.5665        -6027.685    -6039.603       11.918    94.6
0.5670        -6027.693    -6039.595       11.903    94.4
0.5675        -6027.684    -6039.585       11.901    94.4
0.5680        -6027.693    -6039.573       11.881    94.3
0.5685        -6027.658    -6039.561       11.902    94.4
0.5690        -6027.653    -6039.546       11.893    94.4
0.5695        -6027.585    -6039.530       11.945    94.8
0.5700        -6027.575    -6039.513       11.938    94.7
0.5705        -6027.550    -6039.495       11.944    94.8
0.5710        -6027.521    -6039.474       11.953    94.8
0.5715        -6027.482    -6039.453       11.971    95.0
0.5720        -6027.451    -6039.430       11.979    95.0
0.5725        -6027.441    -6039.407       11.966    94.9
0.5730        -6027.420    -6039.384       11.964    94.9
0.5735        -6027.397    -6039.360       11.963    94.9
0.5740        -6027.405    -6039.336       11.930    94.7
0.5745        -6027.383    -6039.311       11.928    94.6
0.5750        -6027.358    -6039.286       11.928    94.6
0.5755        -6027.350    -6039.261       11.911    94.5
0.5760        -6027.339    -6039.237       11.898    94.4
0.5765        -6027.326    -6039.214       11.888    94.3
0.5770        -6027.295    -6039.192       11.898    94.4
0.5775        -6027.281    -6039.171       11.890    94.3
0.5780        -6027.298    -6039.152       11.854    94.1
0.5785        -6027.287    -6039.133       11.846    94.0
0.5790        -6027.305    -6039.115       11.811    93.7
0.5795        -6027.301    -6039.098       11.798    93.6
0.5800        -6027.285    -6039.083       11.798    93.6
0.5805        -6027.285    -6039.068       11.783    93.5
0.5810        -6027.284    -6039.055       11.771    93.4
0.5815        -6027.309    -6039.044       11.734    93.1
0.5820        -6027.321    -6039.034       11.714    92.9
0.5825        -6027.310    -6039.027       11.717    93.0
0.5830        -6027.300    -6039.022       11.721    93.0
0.5835        -6027.273    -6039.018       11.744    93.2
0.5840        -6027.263    -6039.016       11.752    93.3
0.5845        -6027.232    -6039.015       11.783    93.5
0.5850        -6027.237    -6039.016       11.778    93.5
0.5855        -6027.225    -6039.018       11.793    93.6
0.5860        -6027.251    -6039.021       11.769    93.4
0.5865        -6027.260    -6039.025       11.765    93.4
0.5870        -6027.234    -6039.030       11.797    93.6
0.5875        -6027.217    -6039.036       11.819    93.8
0.5880        -6027.162    -6039.042       11.880    94.3
0.5885        -6027.102    -6039.050       11.948    94.8
0.5890        -6027.077    -6039.058       11.981    95.1
0.5895        -6027.033    -6039.067       12.034    95.5
0.5900        -6027.030    -6039.077       12.047    95.6
0.5905        -6027.014    -6039.087       12.073    95.8
0.5910        -6027.013    -6039.098       12.085    95.9
0.5915        -6026.995    -6039.109       12.113    96.1
0.5920        -6026.972    -6039.121       12.149    96.4
0.5925        -6026.957    -6039.132       12.175    96.6
0.5930        -6026.960    -6039.143       12.183    96.7
0.5935        -6026.948    -6039.154       12.206    96.8
0.5940        -6026.933    -6039.164       12.230    97.0
0.5945        -6026.947    -6039.172       12.225    97.0
0.5950        -6026.929    -6039.179       12.250    97.2
0.5955        -6026.916    -6039.184       12.268    97.3
0.5960        -6026.914    -6039.187       12.274    97.4
0.5965        -6026.897    -6039.189       12.292    97.5
0.5970        -6026.883    -6039.188       12.305    97.6
0.5975        -6026.860    -6039.185       12.325    97.8
0.5980        -6026.809    -6039.180       12.371    98.2
0.5985        -6026.810    -6039.174       12.364    98.1
0.5990        -6026.789    -6039.166       12.377    98.2
0.5995        -6026.773    -6039.156       12.383    98.3
0.6000        -6026.759    -6039.143       12.384    98.3
0.6005        -6026.777    -6039.128       12.351    98.0
0.6010        -6026.756    -6039.110       12.353    98.0
0.6015        -6026.748    -6039.089       12.342    97.9
0.6020        -6026.733    -6039.067       12.334    97.9
0.6025        -6026.706    -6039.041       12.335    97.9
0.6030        -6026.674    -6039.013       12.340    97.9
0.6035        -6026.703    -6038.984       12.281    97.4
0.6040        -6026.730    -6038.953       12.223    97.0
0.6045        -6026.713    -6038.921       12.208    96.9
0.6050        -6026.710    -6038.887       12.177    96.6
0.6055        -6026.695    -6038.853       12.158    96.5
0.6060        -6026.672    -6038.817       12.146    96.4
0.6065        -6026.649    -6038.781       12.133    96.3
0.6070        -6026.646    -6038.745       12.099    96.0
0.6075        -6026.629    -6038.707       12.078    95.8
0.6080        -6026.605    -6038.669       12.064    95.7
0.6085        -6026.595    -6038.632       12.037    95.5
0.6090        -6026.582    -6038.594       12.012    95.3
0.6095        -6026.594    -6038.557       11.962    94.9
0.6100        -6026.561    -6038.520       11.960    94.9
0.6105        -6026.536    -6038.484       11.947    94.8
0.6110        -6026.514    -6038.447       11.934    94.7
0.6115        -6026.489    -6038.412       11.923    94.6
0.6120        -6026.500    -6038.378       11.878    94.3
0.6125        -6026.477    -6038.346       11.869    94.2
0.6130        -6026.461    -6038.315       11.854    94.1
0.6135        -6026.442    -6038.285       11.843    94.0
0.6140        -6026.435    -6038.257       11.822    93.8
0.6145        -6026.422    -6038.232       11.810    93.7
0.6150        -6026.433    -6038.209       11.776    93.4
0.6155        -6026.456    -6038.188       11.733    93.1
0.6160        -6026.419    -6038.170       11.751    93.2
0.6165        -6026.410    -6038.155       11.744    93.2
0.6170        -6026.384    -6038.142       11.758    93.3
0.6175        -6026.363    -6038.132       11.769    93.4
0.6180        -6026.343    -6038.123       11.780    93.5
0.6185        -6026.334    -6038.118       11.783    93.5
0.6190        -6026.315    -6038.114       11.799    93.6
0.6195        -6026.313    -6038.113       11.801    93.6
0.6200        -6026.308    -6038.114       11.806    93.7
0.6205        -6026.290    -6038.117       11.826    93.8
0.6210        -6026.297    -6038.121       11.824    93.8
0.6215        -6026.285    -6038.127       11.842    94.0
0.6220        -6026.266    -6038.134       11.868    94.2
0.6225        -6026.250    -6038.144       11.894    94.4
0.6230        -6026.231    -6038.155       11.924    94.6
0.6235        -6026.240    -6038.167       11.927    94.6
0.6240        -6026.230    -6038.180       11.950    94.8
0.6245        -6026.224    -6038.194       11.970    95.0
0.6250        -6026.230    -6038.209       11.979    95.1
0.6255        -6026.213    -6038.225       12.012    95.3
0.6260        -6026.178    -6038.242       12.064    95.7
0.6265        -6026.139    -6038.258       12.119    96.2
0.6270        -6026.136    -6038.273       12.137    96.3
0.6275        -6026.128    -6038.289       12.160    96.5
0.6280        -6026.100    -6038.304       12.205    96.8
0.6285        -6026.043    -6038.320       12.277    97.4
0.6290        -6026.001    -6038.336       12.334    97.9
0.6295        -6026.011    -6038.351       12.339    97.9
0.6300        -6025.979    -6038.364       12.386    98.3
0.6305        -6025.950    -6038.377       12.426    98.6
0.6310        -6025.943    -6038.388       12.445    98.7
0.6315        -6025.913    -6038.398       12.485    99.1
0.6320        -6025.911    -6038.406       12.494    99.1
0.6325        -6025.905    -6038.412       12.507    99.2
0.6330        -6025.886    -6038.417       12.531    99.4
0.6335        -6025.895    -6038.420       12.525    99.4
0.6340        -6025.868    -6038.420       12.553    99.6
0.6345        -6025.857    -6038.419       12.562    99.7
0.6350        -6025.847    -6038.416       12.569    99.7
0.6355        -6025.859    -6038.411       12.551    99.6
0.6360        -6025.871    -6038.404       12.533    99.4
0.6365        -6025.854    -6038.395       12.541    99.5
0.6370        -6025.851    -6038.384       12.533    99.4
0.6375        -6025.823    -6038.371       12.549    99.6
0.6380        -6025.770    -6038.356       12.586    99.9
0.6385        -6025.753    -6038.339       12.586    99.9
0.6390        -6025.769    -6038.321       12.552    99.6
0.6395        -6025.760    -6038.302       12.542    99.5
0.6400        -6025.754    -6038.282       12.527    99.4
0.6405        -6025.750    -6038.260       12.510    99.3
0.6410        -6025.729    -6038.236       12.507    99.2
0.6415        -6025.687    -6038.211       12.524    99.4
0.6420        -6025.694    -6038.185       12.491    99.1
0.6425        -6025.690    -6038.157       12.468    98.9
0.6430        -6025.693    -6038.129       12.436    98.7
0.6435        -6025.688    -6038.100       12.411    98.5
0.6440        -6025.678    -6038.070       12.392    98.3
0.6445        -6025.687    -6038.040       12.353    98.0
0.6450        -6025.691    -6038.010       12.319    97.7
0.6455        -6025.679    -6037.980       12.301    97.6
0.6460        -6025.677    -6037.950       12.273    97.4
0.6465        -6025.669    -6037.920       12.252    97.2
0.6470        -6025.658    -6037.891       12.233    97.1
0.6475        -6025.643    -6037.863       12.221    97.0
0.6480        -6025.605    -6037.836       12.231    97.0
0.6485        -6025.603    -6037.809       12.206    96.9
0.6490        -6025.587    -6037.783       12.196    96.8
0.6495        -6025.587    -6037.757       12.170    96.6
0.6500        -6025.571    -6037.732       12.161    96.5
0.6505        -6025.567    -6037.708       12.142    96.3
0.6510        -6025.568    -6037.685       12.117    96.1
0.6515        -6025.553    -6037.664       12.111    96.1
0.6520        -6025.548    -6037.644       12.096    96.0
0.6525        -6025.543    -6037.627       12.084    95.9
0.6530        -6025.502    -6037.610       12.108    96.1
0.6535        -6025.471    -6037.594       12.123    96.2
0.6540        -6025.445    -6037.580       12.134    96.3
0.6545        -6025.417    -6037.566       12.148    96.4
0.6550        -6025.394    -6037.553       12.158    96.5
0.6555        -6025.403    -6037.541       12.138    96.3
0.6560        -6025.409    -6037.530       12.121    96.2
0.6565        -6025.416    -6037.521       12.105    96.1
0.6570        -6025.386    -6037.513       12.127    96.2
0.6575        -6025.385    -6037.507       12.121    96.2
0.6580        -6025.366    -6037.501       12.135    96.3
0.6585        -6025.355    -6037.497       12.142    96.3
0.6590        -6025.348    -6037.494       12.147    96.4
0.6595        -6025.320    -6037.493       12.173    96.6
0.6600        -6025.308    -6037.492       12.184    96.7
0.6605        -6025.300    -6037.492       12.193    96.7
0.6610        -6025.306    -6037.493       12.187    96.7
0.6615        -6025.285    -6037.494       12.209    96.9
0.6620        -6025.270    -6037.496       12.226    97.0
0.6625        -6025.230    -6037.500       12.269    97.4
0.6630        -6025.248    -6037.503       12.256    97.2
0.6635        -6025.230    -6037.508       12.277    97.4
0.6640        -6025.217    -6037.512       12.295    97.6
0.6645        -6025.240    -6037.516       12.276    97.4
0.6650        -6025.221    -6037.520       12.299    97.6
0.6655        -6025.207    -6037.525       12.319    97.7
0.6660        -6025.192    -6037.531       12.339    97.9
0.6665        -6025.185    -6037.537       12.352    98.0
0.6670        -6025.193    -6037.544       12.351    98.0
0.6675        -6025.194    -6037.552       12.358    98.1
0.6680        -6025.205    -6037.560       12.355    98.0
0.6685        -6025.186    -6037.570       12.384    98.3
0.6690        -6025.160    -6037.580       12.420    98.5
0.6695        -6025.162    -6037.590       12.428    98.6
0.6700        -6025.145    -6037.602       12.456    98.8
0.6705        -6025.133    -6037.614       12.481    99.0
0.6710        -6025.127    -6037.627       12.499    99.2
0.6715        -6025.120    -6037.640       12.520    99.3
0.6720        -6025.094    -6037.654       12.560    99.7
0.6725        -6025.110    -6037.668       12.558    99.6
0.6730        -6025.122    -6037.682       12.559    99.7
0.6735        -6025.111    -6037.696       12.585    99.9
0.6740        -6025.087    -6037.711       12.623   100.2
0.6745        -6025.067    -6037.725       12.658   100.4
0.6750        -6025.064    -6037.739       12.676   100.6
0.6755        -6025.055    -6037.754       12.698   100.8
0.6760        -6025.070    -6037.769       12.699   100.8
0.6765        -6025.071    -6037.783       12.713   100.9
0.6770        -6025.089    -6037.797       12.708   100.8
