Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -6052.199    -6052.199        0.000     0.0
0.0005        -6052.124    -6052.201        0.077     0.6
0.0010        -6052.045    -6052.207        0.162     1.3
0.0015        -6051.965    -6052.217        0.252     2.0
0.0020        -6051.886    -6052.230        0.344     2.7
0.0025        -6051.816    -6052.247        0.431     3.4
0.0030        -6051.744    -6052.266        0.523     4.1
0.0035        -6051.668    -6052.289        0.621     4.9
0.0040        -6051.594    -6052.315        0.721     5.7
0.0045        -6051.517    -6052.343        0.826     6.5
0.0050        -6051.445    -6052.374        0.930     7.4
0.0055        -6051.351    -6052.407        1.056     8.4
0.0060        -6051.272    -6052.441        1.169     9.3
0.0065        -6051.167    -6052.476        1.309    10.4
0.0070        -6051.125    -6052.512        1.388    11.0
0.0075        -6051.061    -6052.549        1.488    11.8
0.0080        -6050.963    -6052.586        1.622    12.9
0.0085        -6050.879    -6052.623        1.744    13.8
0.0090        -6050.812    -6052.659        1.847    14.6
0.0095        -6050.737    -6052.695        1.958    15.5
0.0100        -6050.651    -6052.730        2.079    16.5
0.0105        -6050.596    -6052.764        2.168    17.2
0.0110        -6050.559    -6052.797        2.238    17.7
0.0115        -6050.499    -6052.828        2.329    18.5
0.0120        -6050.412    -6052.858        2.446    19.4
0.0125        -6050.352    -6052.885        2.533    20.1
0.0130        -6050.285    -6052.910        2.625    20.8
0.0135        -6050.191    -6052.933        2.742    21.7
0.0140        -6050.146    -6052.953        2.807    22.3
0.0145        -6050.056    -6052.970        2.914    23.1
0.0150        -6050.000    -6052.985        2.985    23.7
0.0155        -6049.904    -6052.996        3.092    24.5
0.0160        -6049.847    -6053.004        3.157    25.0
0.0165        -6049.787    -6053.009        3.222    25.5
0.0170        -6049.718    -6053.011        3.293    26.1
0.0175        -6049.658    -6053.009        3.351    26.6
0.0180        -6049.593    -6053.003        3.410    27.0
0.0185        -6049.544    -6052.994        3.450    27.3
0.0190        -6049.465    -6052.982        3.517    27.9
0.0195        -6049.380    -6052.967        3.586    28.4
0.0200        -6049.313    -6052.948        3.635    28.8
0.0205        -6049.242    -6052.926        3.684    29.2
0.0210        -6049.194    -6052.900        3.707    29.4
0.0215        -6049.110    -6052.872        3.761    29.8
0.0220        -6049.042    -6052.841        3.799    30.1
0.0225        -6049.009    -6052.808        3.799    30.1
0.0230        -6048.956    -6052.773        3.816    30.2
0.0235        -6048.869    -6052.736        3.867    30.7
0.0240        -6048.803    -6052.697        3.894    30.9
0.0245        -6048.738    -6052.656        3.918    31.1
0.0250        -6048.656    -6052.614        3.958    31.4
0.0255        -6048.592    -6052.569        3.977    31.5
0.0260        -6048.568    -6052.523        3.955    31.3
0.0265        -6048.488    -6052.477        3.989    31.6
0.0270        -6048.416    -6052.429        4.013    31.8
0.0275        -6048.352    -6052.382        4.030    31.9
0.0280        -6048.304    -6052.333        4.029    31.9
0.0285        -6048.241    -6052.283        4.042    32.0
0.0290        -6048.133    -6052.232        4.098    32.5
0.0295        -6048.045    -6052.181        4.136    32.8
0.0300        -6047.982    -6052.129        4.148    32.9
0.0305        -6047.885    -6052.078        4.193    33.2
0.0310        -6047.825    -6052.027        4.202    33.3
0.0315        -6047.751    -6051.976        4.224    33.5
0.0320        -6047.702    -6051.925        4.223    33.5
0.0325        -6047.621    -6051.875        4.254    33.7
0.0330        -6047.562    -6051.824        4.262    33.8
0.0335        -6047.510    -6051.775        4.265    33.8
0.0340        -6047.433    -6051.727        4.294    34.0
0.0345        -6047.351    -6051.679        4.328    34.3
0.0350        -6047.311    -6051.632        4.321    34.3
0.0355        -6047.252    -6051.586        4.334    34.4
0.0360        -6047.184    -6051.541        4.356    34.5
0.0365        -6047.096    -6051.495        4.400    34.9
0.0370        -6047.003    -6051.451        4.448    35.3
0.0375        -6046.905    -6051.406        4.501    35.7
0.0380        -6046.844    -6051.362        4.518    35.8
0.0385        -6046.758    -6051.319        4.561    36.1
0.0390        -6046.701    -6051.277        4.577    36.3
0.0395        -6046.639    -6051.237        4.599    36.5
0.0400        -6046.531    -6051.199        4.668    37.0
0.0405        -6046.462    -6051.160        4.698    37.2
0.0410        -6046.411    -6051.124        4.713    37.4
0.0415        -6046.352    -6051.089        4.737    37.5
0.0420        -6046.303    -6051.056        4.753    37.7
0.0425        -6046.247    -6051.024        4.777    37.9
0.0430        -6046.239    -6050.994        4.755    37.7
0.0435        -6046.131    -6050.966        4.835    38.3
0.0440        -6046.055    -6050.940        4.885    38.7
0.0445        -6046.008    -6050.917        4.909    38.9
0.0450        -6045.935    -6050.895        4.960    39.3
0.0455        -6045.850    -6050.875        5.025    39.8
0.0460        -6045.790    -6050.854        5.064    40.1
0.0465        -6045.719    -6050.835        5.117    40.6
0.0470        -6045.618    -6050.817        5.199    41.2
0.0475        -6045.562    -6050.800        5.239    41.5
0.0480        -6045.516    -6050.784        5.268    41.8
0.0485        -6045.444    -6050.768        5.324    42.2
0.0490        -6045.381    -6050.753        5.372    42.6
0.0495        -6045.352    -6050.737        5.384    42.7
0.0500        -6045.271    -6050.721        5.450    43.2
0.0505        -6045.182    -6050.704        5.522    43.8
0.0510        -6045.121    -6050.686        5.565    44.1
0.0515        -6045.054    -6050.667        5.614    44.5
0.0520        -6044.968    -6050.648        5.680    45.0
0.0525        -6044.890    -6050.628        5.738    45.5
0.0530        -6044.796    -6050.607        5.812    46.1
0.0535        -6044.730    -6050.585        5.855    46.4
0.0540        -6044.662    -6050.562        5.900    46.8
0.0545        -6044.609    -6050.537        5.928    47.0
0.0550        -6044.520    -6050.510        5.991    47.5
0.0555        -6044.471    -6050.483        6.012    47.7
0.0560        -6044.411    -6050.454        6.043    47.9
0.0565        -6044.337    -6050.423        6.086    48.2
0.0570        -6044.271    -6050.391        6.119    48.5
0.0575        -6044.204    -6050.357        6.153    48.8
0.0580        -6044.140    -6050.323        6.183    49.0
0.0585        -6044.083    -6050.288        6.205    49.2
0.0590        -6043.997    -6050.251        6.255    49.6
0.0595        -6043.962    -6050.214        6.251    49.6
0.0600        -6043.920    -6050.174        6.255    49.6
0.0605        -6043.854    -6050.132        6.278    49.8
0.0610        -6043.786    -6050.089        6.303    50.0
0.0615        -6043.725    -6050.044        6.319    50.1
0.0620        -6043.690    -6049.997        6.307    50.0
0.0625        -6043.634    -6049.948        6.313    50.0
0.0630        -6043.525    -6049.896        6.372    50.5
0.0635        -6043.430    -6049.843        6.413    50.8
0.0640        -6043.340    -6049.789        6.448    51.1
0.0645        -6043.266    -6049.733        6.466    51.3
0.0650        -6043.189    -6049.676        6.487    51.4
0.0655        -6043.160    -6049.620        6.460    51.2
0.0660        -6043.111    -6049.563        6.452    51.1
0.0665        -6043.044    -6049.506        6.461    51.2
0.0670        -6042.985    -6049.450        6.466    51.2
0.0675        -6042.893    -6049.396        6.503    51.5
0.0680        -6042.857    -6049.342        6.485    51.4
0.0685        -6042.762    -6049.291        6.529    51.8
0.0690        -6042.722    -6049.241        6.519    51.7
0.0695        -6042.664    -6049.193        6.529    51.7
0.0700        -6042.572    -6049.147        6.574    52.1
0.0705        -6042.494    -6049.104        6.610    52.4
0.0710        -6042.443    -6049.063        6.619    52.5
0.0715        -6042.347    -6049.023        6.676    52.9
0.0720        -6042.285    -6048.987        6.702    53.1
0.0725        -6042.218    -6048.955        6.736    53.4
0.0730        -6042.161    -6048.925        6.764    53.6
0.0735        -6042.069    -6048.897        6.828    54.1
0.0740        -6042.019    -6048.871        6.852    54.3
0.0745        -6041.942    -6048.846        6.903    54.7
0.0750        -6041.859    -6048.822        6.963    55.2
0.0755        -6041.794    -6048.799        7.005    55.5
0.0760        -6041.740    -6048.778        7.038    55.8
0.0765        -6041.690    -6048.757        7.066    56.0
0.0770        -6041.574    -6048.736        7.162    56.8
0.0775        -6041.486    -6048.716        7.230    57.3
0.0780        -6041.391    -6048.696        7.305    57.9
0.0785        -6041.328    -6048.676        7.348    58.2
0.0790        -6041.273    -6048.657        7.384    58.5
0.0795        -6041.200    -6048.637        7.437    59.0
0.0800        -6041.104    -6048.616        7.512    59.5
0.0805        -6041.087    -6048.595        7.508    59.5
0.0810        -6041.003    -6048.574        7.571    60.0
0.0815        -6040.917    -6048.552        7.636    60.5
0.0820        -6040.889    -6048.529        7.640    60.6
0.0825        -6040.815    -6048.504        7.689    60.9
0.0830        -6040.809    -6048.478        7.669    60.8
0.0835        -6040.749    -6048.449        7.700    61.0
0.0840        -6040.698    -6048.420        7.722    61.2
0.0845        -6040.651    -6048.389        7.737    61.3
0.0850        -6040.593    -6048.355        7.763    61.5
0.0855        -6040.469    -6048.321        7.851    62.2
0.0860        -6040.395    -6048.285        7.890    62.5
0.0865        -6040.302    -6048.246        7.944    63.0
0.0870        -6040.248    -6048.206        7.958    63.1
0.0875        -6040.164    -6048.163        7.999    63.4
0.0880        -6040.078    -6048.120        8.042    63.7
0.0885        -6039.991    -6048.075        8.085    64.1
0.0890        -6039.897    -6048.028        8.131    64.4
0.0895        -6039.823    -6047.979        8.156    64.6
0.0900        -6039.796    -6047.928        8.132    64.5
0.0905        -6039.747    -6047.876        8.129    64.4
0.0910        -6039.653    -6047.823        8.170    64.8
0.0915        -6039.587    -6047.769        8.183    64.9
0.0920        -6039.547    -6047.715        8.168    64.7
0.0925        -6039.520    -6047.659        8.138    64.5
0.0930        -6039.464    -6047.601        8.137    64.5
0.0935        -6039.460    -6047.544        8.084    64.1
0.0940        -6039.417    -6047.487        8.069    64.0
0.0945        -6039.286    -6047.429        8.143    64.5
0.0950        -6039.230    -6047.371        8.141    64.5
0.0955        -6039.203    -6047.313        8.110    64.3
0.0960        -6039.111    -6047.254        8.143    64.5
0.0965        -6039.050    -6047.196        8.146    64.6
0.0970        -6038.995    -6047.137        8.142    64.5
0.0975        -6038.911    -6047.078        8.167    64.7
0.0980        -6038.867    -6047.018        8.152    64.6
0.0985        -6038.758    -6046.960        8.202    65.0
0.0990        -6038.714    -6046.902        8.187    64.9
0.0995        -6038.662    -6046.844        8.182    64.9
0.1000        -6038.587    -6046.787        8.200    65.0
0.1005        -6038.525    -6046.732        8.207    65.1
0.1010        -6038.475    -6046.677        8.202    65.0
0.1015        -6038.428    -6046.622        8.194    65.0
0.1020        -6038.358    -6046.568        8.210    65.1
0.1025        -6038.330    -6046.514        8.184    64.9
0.1030        -6038.253    -6046.461        8.208    65.1
0.1035        -6038.203    -6046.408        8.205    65.0
0.1040        -6038.123    -6046.356        8.234    65.3
0.1045        -6038.033    -6046.305        8.272    65.6
0.1050        -6037.926    -6046.255        8.328    66.0
0.1055        -6037.832    -6046.205        8.372    66.4
0.1060        -6037.771    -6046.155        8.384    66.5
0.1065        -6037.714    -6046.108        8.394    66.5
0.1070        -6037.633    -6046.062        8.428    66.8
0.1075        -6037.550    -6046.017        8.468    67.1
0.1080        -6037.489    -6045.974        8.485    67.3
0.1085        -6037.418    -6045.932        8.514    67.5
0.1090        -6037.403    -6045.890        8.487    67.3
0.1095        -6037.343    -6045.849        8.506    67.4
0.1100        -6037.301    -6045.810        8.510    67.5
0.1105        -6037.217    -6045.773        8.556    67.8
0.1110        -6037.165    -6045.737        8.572    67.9
0.1115        -6037.039    -6045.702        8.662    68.7
0.1120        -6036.934    -6045.667        8.732    69.2
0.1125        -6036.847    -6045.633        8.787    69.7
0.1130        -6036.764    -6045.601        8.837    70.0
0.1135        -6036.704    -6045.569        8.865    70.3
0.1140        -6036.648    -6045.538        8.890    70.5
0.1145        -6036.581    -6045.508        8.926    70.8
0.1150        -6036.518    -6045.477        8.959    71.0
0.1155        -6036.454    -6045.449        8.995    71.3
0.1160        -6036.416    -6045.421        9.005    71.4
0.1165        -6036.306    -6045.393        9.087    72.0
0.1170        -6036.251    -6045.366        9.114    72.2
0.1175        -6036.190    -6045.338        9.148    72.5
0.1180        -6036.092    -6045.310        9.218    73.1
0.1185        -6035.993    -6045.282        9.288    73.6
0.1190        -6035.955    -6045.252        9.297    73.7
0.1195        -6035.900    -6045.222        9.322    73.9
0.1200        -6035.794    -6045.190        9.396    74.5
0.1205        -6035.650    -6045.156        9.506    75.4
0.1210        -6035.586    -6045.122        9.536    75.6
0.1215        -6035.517    -6045.088        9.570    75.9
0.1220        -6035.465    -6045.052        9.588    76.0
0.1225        -6035.381    -6045.016        9.635    76.4
0.1230        -6035.334    -6044.977        9.644    76.4
0.1235        -6035.364    -6044.937        9.574    75.9
0.1240        -6035.336    -6044.898        9.562    75.8
0.1245        -6035.270    -6044.859        9.589    76.0
0.1250        -6035.205    -6044.818        9.613    76.2
0.1255        -6035.155    -6044.777        9.622    76.3
0.1260        -6035.103    -6044.735        9.632    76.4
0.1265        -6035.006    -6044.694        9.688    76.8
0.1270        -6034.983    -6044.653        9.670    76.7
0.1275        -6034.970    -6044.612        9.642    76.4
0.1280        -6034.900    -6044.571        9.671    76.7
0.1285        -6034.774    -6044.532        9.757    77.3
0.1290        -6034.719    -6044.495        9.776    77.5
0.1295        -6034.684    -6044.459        9.774    77.5
0.1300        -6034.637    -6044.424        9.787    77.6
0.1305        -6034.665    -6044.391        9.726    77.1
0.1310        -6034.547    -6044.357        9.810    77.8
0.1315        -6034.517    -6044.323        9.807    77.7
0.1320        -6034.448    -6044.291        9.843    78.0
0.1325        -6034.402    -6044.259        9.857    78.1
0.1330        -6034.364    -6044.229        9.865    78.2
0.1335        -6034.343    -6044.200        9.856    78.1
0.1340        -6034.283    -6044.173        9.890    78.4
0.1345        -6034.218    -6044.149        9.931    78.7
0.1350        -6034.157    -6044.126        9.969    79.0
0.1355        -6034.087    -6044.104       10.017    79.4
0.1360        -6034.011    -6044.083       10.072    79.8
0.1365        -6033.944    -6044.064       10.119    80.2
0.1370        -6033.912    -6044.045       10.133    80.3
0.1375        -6033.843    -6044.028       10.185    80.7
0.1380        -6033.745    -6044.010       10.265    81.4
0.1385        -6033.661    -6043.993       10.331    81.9
0.1390        -6033.588    -6043.976       10.388    82.3
0.1395        -6033.509    -6043.958       10.450    82.8
0.1400        -6033.463    -6043.941       10.478    83.1
0.1405        -6033.421    -6043.923       10.502    83.2
0.1410        -6033.363    -6043.905       10.542    83.6
0.1415        -6033.232    -6043.887       10.655    84.5
0.1420        -6033.191    -6043.870       10.679    84.6
0.1425        -6033.169    -6043.853       10.684    84.7
0.1430        -6033.114    -6043.836       10.722    85.0
0.1435        -6033.063    -6043.818       10.756    85.3
0.1440        -6032.999    -6043.799       10.800    85.6
0.1445        -6032.925    -6043.780       10.855    86.0
0.1450        -6032.808    -6043.760       10.951    86.8
0.1455        -6032.752    -6043.740       10.988    87.1
0.1460        -6032.772    -6043.719       10.946    86.8
0.1465        -6032.727    -6043.697       10.969    86.9
0.1470        -6032.711    -6043.673       10.962    86.9
0.1475        -6032.694    -6043.651       10.957    86.9
0.1480        -6032.683    -6043.630       10.946    86.8
0.1485        -6032.654    -6043.608       10.954    86.8
0.1490        -6032.591    -6043.585       10.993    87.1
0.1495        -6032.534    -6043.561       11.027    87.4
0.1500        -6032.492    -6043.535       11.043    87.5
0.1505        -6032.413    -6043.509       11.095    87.9
0.1510        -6032.375    -6043.481       11.106    88.0
0.1515        -6032.317    -6043.451       11.134    88.3
0.1520        -6032.235    -6043.422       11.187    88.7
0.1525        -6032.131    -6043.392       11.262    89.3
0.1530        -6032.052    -6043.362       11.310    89.7
0.1535        -6032.024    -6043.330       11.307    89.6
0.1540        -6032.006    -6043.299       11.293    89.5
0.1545        -6031.929    -6043.269       11.340    89.9
0.1550        -6031.868    -6043.240       11.372    90.1
0.1555        -6031.837    -6043.211       11.374    90.2
0.1560        -6031.817    -6043.183       11.366    90.1
0.1565        -6031.777    -6043.156       11.379    90.2
0.1570        -6031.777    -6043.129       11.352    90.0
0.1575        -6031.696    -6043.103       11.407    90.4
0.1580        -6031.687    -6043.076       11.390    90.3
0.1585        -6031.627    -6043.051       11.424    90.6
0.1590        -6031.528    -6043.027       11.499    91.1
0.1595        -6031.498    -6043.004       11.506    91.2
0.1600        -6031.416    -6042.981       11.565    91.7
0.1605        -6031.388    -6042.958       11.570    91.7
0.1610        -6031.327    -6042.937       11.610    92.0
0.1615        -6031.259    -6042.917       11.658    92.4
0.1620        -6031.233    -6042.897       11.665    92.5
0.1625        -6031.182    -6042.878       11.695    92.7
0.1630        -6031.074    -6042.859       11.785    93.4
0.1635        -6031.049    -6042.840       11.791    93.5
0.1640        -6031.010    -6042.822       11.813    93.6
0.1645        -6030.996    -6042.805       11.809    93.6
0.1650        -6030.934    -6042.789       11.855    94.0
0.1655        -6030.860    -6042.772       11.912    94.4
0.1660        -6030.839    -6042.757       11.918    94.5
0.1665        -6030.802    -6042.742       11.941    94.7
0.1670        -6030.772    -6042.727       11.955    94.8
0.1675        -6030.724    -6042.712       11.989    95.0
0.1680        -6030.650    -6042.698       12.048    95.5
0.1685        -6030.662    -6042.685       12.024    95.3
0.1690        -6030.623    -6042.672       12.049    95.5
0.1695        -6030.514    -6042.658       12.145    96.3
0.1700        -6030.494    -6042.644       12.151    96.3
0.1705        -6030.419    -6042.629       12.211    96.8
0.1710        -6030.326    -6042.614       12.288    97.4
0.1715        -6030.315    -6042.597       12.281    97.3
0.1720        -6030.290    -6042.578       12.288    97.4
0.1725        -6030.230    -6042.559       12.329    97.7
0.1730        -6030.170    -6042.541       12.371    98.1
0.1735        -6030.114    -6042.521       12.408    98.4
0.1740        -6030.067    -6042.501       12.435    98.6
0.1745        -6030.060    -6042.480       12.420    98.4
0.1750        -6029.991    -6042.458       12.467    98.8
0.1755        -6029.938    -6042.436       12.498    99.1
0.1760        -6029.963    -6042.413       12.449    98.7
0.1765        -6029.875    -6042.387       12.513    99.2
0.1770        -6029.825    -6042.359       12.534    99.4
0.1775        -6029.740    -6042.332       12.592    99.8
0.1780        -6029.656    -6042.304       12.647   100.3
0.1785        -6029.527    -6042.274       12.747   101.0
0.1790        -6029.455    -6042.243       12.788   101.4
0.1795        -6029.418    -6042.212       12.793   101.4
0.1800        -6029.315    -6042.178       12.862   102.0
0.1805        -6029.291    -6042.141       12.850   101.9
0.1810        -6029.267    -6042.104       12.837   101.8
0.1815        -6029.220    -6042.065       12.844   101.8
0.1820        -6029.195    -6042.024       12.830   101.7
0.1825        -6029.150    -6041.983       12.834   101.7
0.1830        -6029.086    -6041.942       12.855   101.9
0.1835        -6029.137    -6041.899       12.762   101.2
0.1840        -6029.126    -6041.856       12.730   100.9
0.1845        -6029.046    -6041.812       12.767   101.2
0.1850        -6028.992    -6041.771       12.779   101.3
0.1855        -6028.944    -6041.729       12.785   101.3
0.1860        -6028.819    -6041.688       12.869   102.0
0.1865        -6028.839    -6041.647       12.808   101.5
0.1870        -6028.760    -6041.606       12.846   101.8
0.1875        -6028.660    -6041.565       12.905   102.3
0.1880        -6028.635    -6041.522       12.888   102.2
0.1885        -6028.580    -6041.481       12.900   102.3
0.1890        -6028.479    -6041.440       12.960   102.7
0.1895        -6028.388    -6041.400       13.011   103.1
0.1900        -6028.346    -6041.361       13.015   103.2
0.1905        -6028.255    -6041.324       13.069   103.6
0.1910        -6028.204    -6041.289       13.085   103.7
0.1915        -6028.165    -6041.254       13.089   103.8
0.1920        -6028.083    -6041.220       13.138   104.1
0.1925        -6027.974    -6041.186       13.211   104.7
0.1930        -6027.934    -6041.151       13.218   104.8
0.1935        -6027.834    -6041.118       13.284   105.3
0.1940        -6027.732    -6041.084       13.352   105.8
0.1945        -6027.735    -6041.051       13.316   105.5
0.1950        -6027.681    -6041.017       13.336   105.7
0.1955        -6027.652    -6040.982       13.330   105.7
0.1960        -6027.638    -6040.946       13.308   105.5
0.1965        -6027.621    -6040.912       13.291   105.4
0.1970        -6027.520    -6040.879       13.359   105.9
0.1975        -6027.469    -6040.847       13.378   106.0
0.1980        -6027.392    -6040.814       13.423   106.4
0.1985        -6027.397    -6040.781       13.384   106.1
0.1990        -6027.381    -6040.747       13.367   106.0
0.1995        -6027.258    -6040.713       13.455   106.6
0.2000        -6027.173    -6040.678       13.505   107.0
0.2005        -6027.197    -6040.641       13.444   106.6
0.2010        -6027.140    -6040.604       13.464   106.7
0.2015        -6027.077    -6040.567       13.489   106.9
0.2020        -6026.951    -6040.530       13.579   107.6
0.2025        -6026.882    -6040.496       13.614   107.9
0.2030        -6026.867    -6040.461       13.594   107.8
0.2035        -6026.892    -6040.427       13.535   107.3
0.2040        -6026.820    -6040.393       13.573   107.6
0.2045        -6026.769    -6040.359       13.590   107.7
0.2050        -6026.739    -6040.326       13.587   107.7
0.2055        -6026.704    -6040.294       13.589   107.7
0.2060        -6026.658    -6040.261       13.602   107.8
0.2065        -6026.583    -6040.228       13.645   108.2
0.2070        -6026.584    -6040.197       13.613   107.9
0.2075        -6026.582    -6040.167       13.585   107.7
0.2080        -6026.534    -6040.140       13.606   107.9
0.2085        -6026.490    -6040.114       13.624   108.0
0.2090        -6026.402    -6040.090       13.688   108.5
0.2095        -6026.329    -6040.069       13.739   108.9
0.2100        -6026.273    -6040.048       13.775   109.2
0.2105        -6026.209    -6040.029       13.819   109.5
0.2110        -6026.172    -6040.011       13.839   109.7
0.2115        -6026.092    -6039.995       13.904   110.2
0.2120        -6026.109    -6039.981       13.872   110.0
0.2125        -6026.022    -6039.969       13.947   110.6
0.2130        -6025.931    -6039.958       14.027   111.2
0.2135        -6025.897    -6039.947       14.050   111.4
0.2140        -6025.876    -6039.939       14.063   111.5
0.2145        -6025.822    -6039.932       14.110   111.8
0.2150        -6025.753    -6039.929       14.176   112.4
0.2155        -6025.687    -6039.926       14.240   112.9
0.2160        -6025.611    -6039.927       14.316   113.5
0.2165        -6025.560    -6039.929       14.368   113.9
0.2170        -6025.518    -6039.931       14.413   114.2
0.2175        -6025.451    -6039.933       14.482   114.8
0.2180        -6025.427    -6039.936       14.509   115.0
0.2185        -6025.354    -6039.940       14.585   115.6
0.2190        -6025.280    -6039.943       14.663   116.2
0.2195        -6025.226    -6039.945       14.719   116.7
0.2200        -6025.221    -6039.946       14.726   116.7
0.2205        -6025.174    -6039.946       14.772   117.1
0.2210        -6025.183    -6039.944       14.761   117.0
0.2215        -6025.176    -6039.942       14.766   117.0
0.2220        -6025.163    -6039.938       14.775   117.1
0.2225        -6025.125    -6039.934       14.809   117.4
0.2230        -6025.124    -6039.929       14.805   117.4
0.2235        -6025.074    -6039.922       14.847   117.7
0.2240        -6025.051    -6039.914       14.862   117.8
0.2245        -6025.040    -6039.905       14.865   117.8
0.2250        -6025.003    -6039.895       14.892   118.0
0.2255        -6024.941    -6039.884       14.944   118.5
0.2260        -6024.908    -6039.873       14.965   118.6
0.2265        -6024.904    -6039.862       14.957   118.6
0.2270        -6024.832    -6039.850       15.018   119.0
0.2275        -6024.836    -6039.837       15.001   118.9
0.2280        -6024.771    -6039.822       15.051   119.3
0.2285        -6024.726    -6039.806       15.080   119.5
0.2290        -6024.653    -6039.790       15.137   120.0
0.2295        -6024.531    -6039.772       15.241   120.8
0.2300        -6024.431    -6039.752       15.321   121.4
0.2305        -6024.406    -6039.729       15.324   121.5
0.2310        -6024.389    -6039.705       15.316   121.4
0.2315        -6024.320    -6039.681       15.362   121.8
0.2320        -6024.202    -6039.656       15.454   122.5
0.2325        -6024.110    -6039.629       15.519   123.0
0.2330        -6024.080    -6039.603       15.523   123.0
0.2335        -6024.065    -6039.577       15.511   123.0
0.2340        -6024.073    -6039.550       15.477   122.7
0.2345        -6024.030    -6039.522       15.492   122.8
0.2350        -6023.995    -6039.492       15.497   122.8
0.2355        -6023.905    -6039.462       15.557   123.3
0.2360        -6023.955    -6039.432       15.477   122.7
0.2365        -6023.909    -6039.401       15.492   122.8
0.2370        -6023.868    -6039.372       15.505   122.9
0.2375        -6023.883    -6039.344       15.462   122.6
0.2380        -6023.805    -6039.318       15.514   123.0
0.2385        -6023.755    -6039.294       15.539   123.2
0.2390        -6023.728    -6039.269       15.541   123.2
0.2395        -6023.653    -6039.245       15.592   123.6
0.2400        -6023.679    -6039.220       15.542   123.2
0.2405        -6023.690    -6039.195       15.505   122.9
0.2410        -6023.670    -6039.171       15.501   122.9
0.2415        -6023.653    -6039.149       15.495   122.8
0.2420        -6023.689    -6039.128       15.438   122.4
0.2425        -6023.636    -6039.107       15.471   122.6
0.2430        -6023.580    -6039.087       15.507   122.9
0.2435        -6023.543    -6039.070       15.526   123.1
0.2440        -6023.478    -6039.054       15.576   123.5
0.2445        -6023.387    -6039.040       15.653   124.1
0.2450        -6023.360    -6039.025       15.665   124.2
0.2455        -6023.285    -6039.011       15.726   124.7
0.2460        -6023.283    -6039.000       15.717   124.6
0.2465        -6023.210    -6038.990       15.780   125.1
0.2470        -6023.167    -6038.983       15.816   125.4
0.2475        -6023.116    -6038.977       15.862   125.7
0.2480        -6023.119    -6038.973       15.854   125.7
0.2485        -6023.078    -6038.970       15.892   126.0
0.2490        -6023.018    -6038.968       15.950   126.4
0.2495        -6023.010    -6038.967       15.958   126.5
0.2500        -6022.949    -6038.967       16.018   127.0
0.2505        -6022.941    -6038.968       16.026   127.0
0.2510        -6022.912    -6038.968       16.056   127.3
0.2515        -6022.899    -6038.970       16.071   127.4
0.2520        -6022.864    -6038.972       16.109   127.7
0.2525        -6022.799    -6038.975       16.176   128.2
0.2530        -6022.786    -6038.976       16.190   128.3
0.2535        -6022.769    -6038.975       16.207   128.5
0.2540        -6022.746    -6038.972       16.226   128.6
0.2545        -6022.666    -6038.970       16.304   129.2
0.2550        -6022.662    -6038.968       16.305   129.2
0.2555        -6022.617    -6038.963       16.346   129.6
0.2560        -6022.601    -6038.958       16.357   129.7
0.2565        -6022.536    -6038.952       16.416   130.1
0.2570        -6022.500    -6038.945       16.444   130.3
0.2575        -6022.484    -6038.937       16.452   130.4
0.2580        -6022.404    -6038.929       16.525   131.0
0.2585        -6022.407    -6038.921       16.515   130.9
0.2590        -6022.437    -6038.913       16.476   130.6
0.2595        -6022.435    -6038.903       16.468   130.5
0.2600        -6022.355    -6038.895       16.540   131.1
0.2605        -6022.326    -6038.887       16.561   131.3
0.2610        -6022.267    -6038.878       16.610   131.7
0.2615        -6022.236    -6038.867       16.631   131.8
0.2620        -6022.149    -6038.855       16.705   132.4
0.2625        -6022.141    -6038.842       16.701   132.4
0.2630        -6022.079    -6038.828       16.749   132.8
0.2635        -6022.034    -6038.814       16.780   133.0
0.2640        -6022.021    -6038.798       16.777   133.0
0.2645        -6021.957    -6038.782       16.825   133.4
0.2650        -6021.933    -6038.763       16.830   133.4
0.2655        -6021.880    -6038.745       16.865   133.7
0.2660        -6021.855    -6038.726       16.872   133.7
0.2665        -6021.767    -6038.707       16.941   134.3
0.2670        -6021.824    -6038.687       16.863   133.7
0.2675        -6021.859    -6038.666       16.807   133.2
0.2680        -6021.838    -6038.642       16.803   133.2
0.2685        -6021.861    -6038.618       16.758   132.8
0.2690        -6021.829    -6038.595       16.766   132.9
0.2695        -6021.866    -6038.571       16.705   132.4
0.2700        -6021.843    -6038.546       16.703   132.4
0.2705        -6021.847    -6038.521       16.675   132.2
0.2710        -6021.763    -6038.498       16.735   132.7
0.2715        -6021.690    -6038.475       16.785   133.0
0.2720        -6021.603    -6038.452       16.849   133.6
0.2725        -6021.581    -6038.430       16.849   133.6
0.2730        -6021.614    -6038.408       16.794   133.1
0.2735        -6021.616    -6038.384       16.769   132.9
0.2740        -6021.552    -6038.362       16.810   133.2
0.2745        -6021.512    -6038.339       16.827   133.4
0.2750        -6021.466    -6038.317       16.851   133.6
0.2755        -6021.416    -6038.294       16.878   133.8
0.2760        -6021.338    -6038.274       16.936   134.2
0.2765        -6021.349    -6038.254       16.905   134.0
0.2770        -6021.272    -6038.235       16.963   134.5
0.2775        -6021.165    -6038.217       17.052   135.2
0.2780        -6021.063    -6038.200       17.137   135.8
0.2785        -6021.008    -6038.184       17.176   136.1
