Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -6049.321    -6049.321        0.000     0.0
0.0005        -6049.247    -6049.321        0.074     0.6
0.0010        -6049.175    -6049.322        0.146     1.2
0.0015        -6049.106    -6049.322        0.216     1.7
0.0020        -6049.030    -6049.323        0.294     2.3
0.0025        -6048.960    -6049.325        0.365     2.9
0.0030        -6048.880    -6049.326        0.446     3.5
0.0035        -6048.819    -6049.327        0.508     4.0
0.0040        -6048.741    -6049.328        0.587     4.7
0.0045        -6048.684    -6049.329        0.645     5.1
0.0050        -6048.609    -6049.329        0.720     5.7
0.0055        -6048.552    -6049.328        0.777     6.2
0.0060        -6048.472    -6049.328        0.855     6.8
0.0065        -6048.387    -6049.326        0.939     7.4
0.0070        -6048.301    -6049.324        1.024     8.1
0.0075        -6048.240    -6049.322        1.082     8.6
0.0080        -6048.155    -6049.318        1.163     9.2
0.0085        -6048.069    -6049.313        1.244     9.9
0.0090        -6047.995    -6049.308        1.313    10.4
0.0095        -6047.907    -6049.301        1.395    11.1
0.0100        -6047.842    -6049.294        1.452    11.5
0.0105        -6047.774    -6049.285        1.511    12.0
0.0110        -6047.703    -6049.275        1.572    12.5
0.0115        -6047.622    -6049.264        1.641    13.0
0.0120        -6047.550    -6049.252        1.701    13.5
0.0125        -6047.487    -6049.239        1.752    13.9
0.0130        -6047.414    -6049.225        1.811    14.4
0.0135        -6047.335    -6049.210        1.875    14.9
0.0140        -6047.271    -6049.193        1.922    15.3
0.0145        -6047.179    -6049.175        1.996    15.8
0.0150        -6047.088    -6049.156        2.068    16.4
0.0155        -6047.007    -6049.135        2.128    16.9
0.0160        -6046.965    -6049.113        2.148    17.0
0.0165        -6046.913    -6049.090        2.178    17.3
0.0170        -6046.830    -6049.067        2.236    17.7
0.0175        -6046.745    -6049.041        2.296    18.2
0.0180        -6046.712    -6049.015        2.303    18.3
0.0185        -6046.630    -6048.987        2.357    18.7
0.0190        -6046.530    -6048.958        2.428    19.3
0.0195        -6046.462    -6048.929        2.467    19.6
0.0200        -6046.403    -6048.898        2.494    19.8
0.0205        -6046.350    -6048.866        2.516    20.0
0.0210        -6046.287    -6048.834        2.547    20.2
0.0215        -6046.247    -6048.801        2.554    20.3
0.0220        -6046.180    -6048.767        2.587    20.5
0.0225        -6046.073    -6048.733        2.660    21.1
0.0230        -6046.037    -6048.698        2.660    21.1
0.0235        -6045.962    -6048.663        2.701    21.4
0.0240        -6045.885    -6048.628        2.743    21.8
0.0245        -6045.809    -6048.592        2.783    22.1
0.0250        -6045.736    -6048.555        2.819    22.4
0.0255        -6045.657    -6048.518        2.861    22.7
0.0260        -6045.573    -6048.481        2.908    23.1
0.0265        -6045.547    -6048.443        2.896    23.0
0.0270        -6045.490    -6048.405        2.915    23.1
0.0275        -6045.447    -6048.366        2.920    23.2
0.0280        -6045.397    -6048.328        2.931    23.3
0.0285        -6045.317    -6048.289        2.972    23.6
0.0290        -6045.257    -6048.250        2.993    23.8
0.0295        -6045.192    -6048.210        3.018    24.0
0.0300        -6045.118    -6048.171        3.052    24.2
0.0305        -6045.029    -6048.130        3.102    24.6
0.0310        -6044.948    -6048.089        3.142    24.9
0.0315        -6044.857    -6048.049        3.192    25.3
0.0320        -6044.770    -6048.009        3.239    25.7
0.0325        -6044.672    -6047.968        3.296    26.2
0.0330        -6044.598    -6047.928        3.330    26.4
0.0335        -6044.499    -6047.888        3.389    26.9
0.0340        -6044.442    -6047.848        3.406    27.0
0.0345        -6044.354    -6047.808        3.454    27.4
0.0350        -6044.276    -6047.769        3.493    27.7
0.0355        -6044.204    -6047.731        3.527    28.0
0.0360        -6044.153    -6047.694        3.541    28.1
0.0365        -6044.103    -6047.658        3.555    28.2
0.0370        -6044.032    -6047.623        3.590    28.5
0.0375        -6043.977    -6047.588        3.611    28.7
0.0380        -6043.910    -6047.555        3.645    28.9
0.0385        -6043.874    -6047.523        3.649    29.0
0.0390        -6043.810    -6047.492        3.681    29.2
0.0395        -6043.728    -6047.461        3.734    29.6
0.0400        -6043.676    -6047.432        3.757    29.8
0.0405        -6043.609    -6047.403        3.794    30.1
0.0410        -6043.542    -6047.374        3.832    30.4
0.0415        -6043.473    -6047.346        3.873    30.7
0.0420        -6043.443    -6047.318        3.875    30.7
0.0425        -6043.374    -6047.290        3.916    31.1
0.0430        -6043.291    -6047.262        3.971    31.5
0.0435        -6043.211    -6047.234        4.023    31.9
0.0440        -6043.139    -6047.205        4.066    32.3
0.0445        -6043.075    -6047.177        4.102    32.5
0.0450        -6043.018    -6047.150        4.132    32.8
0.0455        -6042.955    -6047.123        4.167    33.1
0.0460        -6042.873    -6047.096        4.223    33.5
0.0465        -6042.797    -6047.069        4.271    33.9
0.0470        -6042.725    -6047.040        4.315    34.2
0.0475        -6042.634    -6047.012        4.377    34.7
0.0480        -6042.579    -6046.983        4.403    34.9
0.0485        -6042.524    -6046.953        4.429    35.1
0.0490        -6042.454    -6046.924        4.470    35.5
0.0495        -6042.418    -6046.894        4.476    35.5
0.0500        -6042.316    -6046.865        4.548    36.1
0.0505        -6042.222    -6046.835        4.613    36.6
0.0510        -6042.173    -6046.804        4.631    36.7
0.0515        -6042.101    -6046.774        4.674    37.1
0.0520        -6042.013    -6046.744        4.731    37.5
0.0525        -6041.961    -6046.714        4.754    37.7
0.0530        -6041.908    -6046.685        4.777    37.9
0.0535        -6041.872    -6046.654        4.782    37.9
0.0540        -6041.825    -6046.623        4.798    38.1
0.0545        -6041.759    -6046.591        4.833    38.3
0.0550        -6041.701    -6046.559        4.858    38.6
0.0555        -6041.620    -6046.527        4.907    38.9
0.0560        -6041.561    -6046.495        4.934    39.1
0.0565        -6041.484    -6046.462        4.978    39.5
0.0570        -6041.465    -6046.429        4.964    39.4
0.0575        -6041.427    -6046.396        4.970    39.4
0.0580        -6041.375    -6046.363        4.988    39.6
0.0585        -6041.350    -6046.330        4.980    39.5
0.0590        -6041.271    -6046.297        5.026    39.9
0.0595        -6041.197    -6046.264        5.066    40.2
0.0600        -6041.148    -6046.230        5.082    40.3
0.0605        -6041.068    -6046.197        5.129    40.7
0.0610        -6041.016    -6046.163        5.147    40.8
0.0615        -6040.936    -6046.130        5.194    41.2
0.0620        -6040.876    -6046.097        5.221    41.4
0.0625        -6040.781    -6046.064        5.283    41.9
0.0630        -6040.714    -6046.031        5.317    42.2
0.0635        -6040.675    -6045.998        5.323    42.2
0.0640        -6040.655    -6045.966        5.311    42.1
0.0645        -6040.601    -6045.932        5.331    42.3
0.0650        -6040.551    -6045.899        5.348    42.4
0.0655        -6040.483    -6045.865        5.383    42.7
0.0660        -6040.424    -6045.832        5.407    42.9
0.0665        -6040.360    -6045.799        5.439    43.2
0.0670        -6040.306    -6045.765        5.459    43.3
0.0675        -6040.269    -6045.732        5.463    43.3
0.0680        -6040.249    -6045.698        5.449    43.2
0.0685        -6040.204    -6045.666        5.462    43.3
0.0690        -6040.150    -6045.633        5.483    43.5
0.0695        -6040.064    -6045.601        5.537    43.9
0.0700        -6040.005    -6045.569        5.564    44.2
0.0705        -6039.932    -6045.538        5.607    44.5
0.0710        -6039.859    -6045.507        5.649    44.8
0.0715        -6039.779    -6045.476        5.696    45.2
0.0720        -6039.697    -6045.443        5.746    45.6
0.0725        -6039.594    -6045.411        5.818    46.2
0.0730        -6039.540    -6045.380        5.840    46.3
0.0735        -6039.503    -6045.349        5.846    46.4
0.0740        -6039.433    -6045.318        5.885    46.7
0.0745        -6039.420    -6045.287        5.867    46.6
0.0750        -6039.341    -6045.257        5.917    46.9
0.0755        -6039.263    -6045.228        5.966    47.3
0.0760        -6039.200    -6045.199        5.999    47.6
0.0765        -6039.123    -6045.171        6.048    48.0
0.0770        -6039.098    -6045.142        6.044    48.0
0.0775        -6038.987    -6045.112        6.125    48.6
0.0780        -6038.876    -6045.083        6.207    49.3
0.0785        -6038.845    -6045.052        6.207    49.3
0.0790        -6038.799    -6045.021        6.222    49.4
0.0795        -6038.720    -6044.989        6.269    49.7
0.0800        -6038.689    -6044.957        6.268    49.7
0.0805        -6038.665    -6044.924        6.259    49.7
0.0810        -6038.625    -6044.892        6.266    49.7
0.0815        -6038.565    -6044.858        6.294    49.9
0.0820        -6038.498    -6044.824        6.327    50.2
0.0825        -6038.460    -6044.789        6.329    50.2
0.0830        -6038.433    -6044.754        6.322    50.2
0.0835        -6038.385    -6044.719        6.334    50.3
0.0840        -6038.312    -6044.682        6.370    50.5
0.0845        -6038.305    -6044.646        6.341    50.3
0.0850        -6038.250    -6044.610        6.360    50.5
0.0855        -6038.175    -6044.574        6.399    50.8
0.0860        -6038.111    -6044.537        6.426    51.0
0.0865        -6038.035    -6044.501        6.466    51.3
0.0870        -6037.999    -6044.464        6.465    51.3
0.0875        -6037.904    -6044.427        6.523    51.8
0.0880        -6037.863    -6044.391        6.528    51.8
0.0885        -6037.796    -6044.355        6.560    52.0
0.0890        -6037.736    -6044.320        6.584    52.2
0.0895        -6037.686    -6044.285        6.599    52.4
0.0900        -6037.644    -6044.250        6.606    52.4
0.0905        -6037.546    -6044.215        6.668    52.9
0.0910        -6037.502    -6044.180        6.678    53.0
0.0915        -6037.469    -6044.145        6.676    53.0
0.0920        -6037.397    -6044.111        6.714    53.3
0.0925        -6037.297    -6044.078        6.781    53.8
0.0930        -6037.226    -6044.045        6.819    54.1
0.0935        -6037.119    -6044.011        6.892    54.7
0.0940        -6037.034    -6043.978        6.944    55.1
0.0945        -6036.955    -6043.943        6.988    55.5
0.0950        -6036.893    -6043.908        7.015    55.7
0.0955        -6036.887    -6043.874        6.987    55.4
0.0960        -6036.887    -6043.840        6.953    55.2
0.0965        -6036.842    -6043.806        6.963    55.3
0.0970        -6036.800    -6043.771        6.971    55.3
0.0975        -6036.751    -6043.737        6.986    55.4
0.0980        -6036.700    -6043.704        7.004    55.6
0.0985        -6036.637    -6043.671        7.033    55.8
0.0990        -6036.550    -6043.637        7.087    56.2
0.0995        -6036.484    -6043.605        7.121    56.5
0.1000        -6036.348    -6043.571        7.223    57.3
0.1005        -6036.271    -6043.537        7.267    57.7
0.1010        -6036.240    -6043.504        7.264    57.6
0.1015        -6036.197    -6043.472        7.275    57.7
0.1020        -6036.113    -6043.439        7.326    58.1
0.1025        -6036.056    -6043.407        7.350    58.3
0.1030        -6035.992    -6043.374        7.382    58.6
0.1035        -6035.895    -6043.342        7.447    59.1
0.1040        -6035.862    -6043.309        7.447    59.1
0.1045        -6035.805    -6043.275        7.471    59.3
0.1050        -6035.766    -6043.242        7.475    59.3
0.1055        -6035.688    -6043.208        7.520    59.7
0.1060        -6035.620    -6043.174        7.553    59.9
0.1065        -6035.563    -6043.139        7.576    60.1
0.1070        -6035.515    -6043.104        7.590    60.2
0.1075        -6035.387    -6043.068        7.681    60.9
0.1080        -6035.325    -6043.032        7.707    61.1
0.1085        -6035.260    -6042.994        7.735    61.4
0.1090        -6035.229    -6042.956        7.727    61.3
0.1095        -6035.182    -6042.917        7.735    61.4
0.1100        -6035.114    -6042.879        7.764    61.6
0.1105        -6035.026    -6042.839        7.813    62.0
0.1110        -6034.938    -6042.799        7.861    62.4
0.1115        -6034.837    -6042.757        7.920    62.8
0.1120        -6034.796    -6042.716        7.920    62.8
0.1125        -6034.747    -6042.676        7.929    62.9
0.1130        -6034.727    -6042.635        7.908    62.7
0.1135        -6034.649    -6042.594        7.944    63.0
0.1140        -6034.568    -6042.553        7.985    63.4
0.1145        -6034.526    -6042.512        7.985    63.4
0.1150        -6034.434    -6042.470        8.036    63.8
0.1155        -6034.384    -6042.427        8.043    63.8
0.1160        -6034.359    -6042.385        8.026    63.7
0.1165        -6034.330    -6042.342        8.012    63.6
0.1170        -6034.288    -6042.299        8.011    63.6
0.1175        -6034.213    -6042.255        8.041    63.8
0.1180        -6034.098    -6042.210        8.113    64.4
0.1185        -6034.011    -6042.166        8.155    64.7
0.1190        -6033.995    -6042.123        8.128    64.5
0.1195        -6033.929    -6042.079        8.150    64.7
0.1200        -6033.857    -6042.036        8.179    64.9
0.1205        -6033.764    -6041.994        8.230    65.3
0.1210        -6033.666    -6041.951        8.285    65.7
0.1215        -6033.617    -6041.909        8.292    65.8
0.1220        -6033.604    -6041.867        8.263    65.6
0.1225        -6033.473    -6041.824        8.350    66.3
0.1230        -6033.397    -6041.780        8.383    66.5
0.1235        -6033.382    -6041.738        8.356    66.3
0.1240        -6033.328    -6041.696        8.368    66.4
0.1245        -6033.261    -6041.655        8.393    66.6
0.1250        -6033.188    -6041.615        8.428    66.9
0.1255        -6033.116    -6041.577        8.461    67.1
0.1260        -6033.059    -6041.539        8.480    67.3
0.1265        -6032.982    -6041.501        8.519    67.6
0.1270        -6032.960    -6041.464        8.503    67.5
0.1275        -6032.922    -6041.426        8.504    67.5
0.1280        -6032.790    -6041.389        8.599    68.2
0.1285        -6032.717    -6041.351        8.634    68.5
0.1290        -6032.616    -6041.314        8.698    69.0
0.1295        -6032.577    -6041.279        8.702    69.0
0.1300        -6032.498    -6041.244        8.746    69.4
0.1305        -6032.465    -6041.210        8.745    69.4
0.1310        -6032.431    -6041.176        8.745    69.4
0.1315        -6032.350    -6041.142        8.792    69.8
0.1320        -6032.302    -6041.108        8.806    69.9
0.1325        -6032.269    -6041.075        8.805    69.9
0.1330        -6032.237    -6041.042        8.805    69.9
0.1335        -6032.158    -6041.011        8.852    70.2
0.1340        -6032.111    -6040.980        8.869    70.4
0.1345        -6032.042    -6040.950        8.908    70.7
0.1350        -6031.932    -6040.921        8.989    71.3
0.1355        -6031.888    -6040.892        9.004    71.4
0.1360        -6031.896    -6040.862        8.966    71.1
0.1365        -6031.846    -6040.832        8.987    71.3
0.1370        -6031.779    -6040.804        9.026    71.6
0.1375        -6031.724    -6040.776        9.052    71.8
0.1380        -6031.642    -6040.749        9.108    72.3
0.1385        -6031.541    -6040.723        9.182    72.9
0.1390        -6031.403    -6040.697        9.294    73.7
0.1395        -6031.313    -6040.669        9.357    74.2
0.1400        -6031.215    -6040.642        9.428    74.8
0.1405        -6031.172    -6040.615        9.443    74.9
0.1410        -6031.125    -6040.587        9.462    75.1
0.1415        -6031.050    -6040.560        9.510    75.5
0.1420        -6030.991    -6040.532        9.542    75.7
0.1425        -6030.937    -6040.505        9.567    75.9
0.1430        -6030.887    -6040.474        9.588    76.1
0.1435        -6030.833    -6040.444        9.611    76.3
0.1440        -6030.795    -6040.413        9.618    76.3
0.1445        -6030.777    -6040.382        9.605    76.2
0.1450        -6030.725    -6040.349        9.624    76.4
0.1455        -6030.675    -6040.317        9.642    76.5
0.1460        -6030.600    -6040.285        9.685    76.8
0.1465        -6030.511    -6040.252        9.741    77.3
0.1470        -6030.429    -6040.218        9.790    77.7
0.1475        -6030.424    -6040.186        9.762    77.5
0.1480        -6030.331    -6040.152        9.821    77.9
0.1485        -6030.226    -6040.118        9.892    78.5
0.1490        -6030.158    -6040.084        9.926    78.8
0.1495        -6030.140    -6040.049        9.908    78.6
0.1500        -6030.118    -6040.014        9.896    78.5
0.1505        -6030.060    -6039.979        9.918    78.7
0.1510        -6030.013    -6039.944        9.931    78.8
0.1515        -6029.933    -6039.910        9.977    79.2
0.1520        -6029.830    -6039.877       10.047    79.7
0.1525        -6029.812    -6039.843       10.031    79.6
0.1530        -6029.764    -6039.810       10.047    79.7
0.1535        -6029.741    -6039.778       10.037    79.6
0.1540        -6029.688    -6039.747       10.058    79.8
0.1545        -6029.622    -6039.717       10.094    80.1
0.1550        -6029.531    -6039.688       10.157    80.6
0.1555        -6029.483    -6039.661       10.178    80.8
0.1560        -6029.410    -6039.635       10.225    81.1
0.1565        -6029.399    -6039.610       10.211    81.0
0.1570        -6029.380    -6039.587       10.206    81.0
0.1575        -6029.294    -6039.564       10.270    81.5
0.1580        -6029.218    -6039.543       10.324    81.9
0.1585        -6029.220    -6039.521       10.301    81.7
0.1590        -6029.196    -6039.501       10.305    81.8
0.1595        -6029.078    -6039.482       10.404    82.6
0.1600        -6029.041    -6039.463       10.421    82.7
0.1605        -6028.986    -6039.443       10.457    83.0
0.1610        -6028.926    -6039.423       10.497    83.3
0.1615        -6028.866    -6039.401       10.536    83.6
0.1620        -6028.854    -6039.380       10.526    83.5
0.1625        -6028.801    -6039.360       10.559    83.8
0.1630        -6028.679    -6039.340       10.661    84.6
0.1635        -6028.643    -6039.319       10.676    84.7
0.1640        -6028.642    -6039.296       10.654    84.5
0.1645        -6028.598    -6039.273       10.675    84.7
0.1650        -6028.508    -6039.248       10.741    85.2
0.1655        -6028.485    -6039.223       10.738    85.2
0.1660        -6028.404    -6039.197       10.793    85.6
0.1665        -6028.367    -6039.169       10.802    85.7
0.1670        -6028.324    -6039.141       10.818    85.8
0.1675        -6028.288    -6039.114       10.826    85.9
0.1680        -6028.229    -6039.086       10.856    86.1
0.1685        -6028.120    -6039.056       10.936    86.8
0.1690        -6028.036    -6039.025       10.989    87.2
0.1695        -6027.982    -6038.992       11.010    87.4
0.1700        -6027.944    -6038.957       11.012    87.4
0.1705        -6027.892    -6038.920       11.028    87.5
0.1710        -6027.843    -6038.883       11.041    87.6
0.1715        -6027.812    -6038.845       11.033    87.5
0.1720        -6027.726    -6038.808       11.082    87.9
0.1725        -6027.633    -6038.768       11.135    88.4
0.1730        -6027.607    -6038.728       11.121    88.2
0.1735        -6027.548    -6038.688       11.140    88.4
0.1740        -6027.467    -6038.647       11.180    88.7
0.1745        -6027.444    -6038.605       11.161    88.6
0.1750        -6027.368    -6038.563       11.195    88.8
0.1755        -6027.357    -6038.521       11.165    88.6
0.1760        -6027.332    -6038.479       11.147    88.4
0.1765        -6027.315    -6038.437       11.122    88.3
0.1770        -6027.256    -6038.395       11.140    88.4
0.1775        -6027.182    -6038.354       11.173    88.7
0.1780        -6027.101    -6038.315       11.214    89.0
0.1785        -6027.020    -6038.276       11.256    89.3
0.1790        -6026.972    -6038.237       11.265    89.4
0.1795        -6026.903    -6038.197       11.294    89.6
0.1800        -6026.844    -6038.158       11.314    89.8
0.1805        -6026.824    -6038.118       11.294    89.6
0.1810        -6026.793    -6038.077       11.284    89.5
0.1815        -6026.767    -6038.035       11.268    89.4
0.1820        -6026.746    -6037.995       11.248    89.3
0.1825        -6026.747    -6037.956       11.210    88.9
0.1830        -6026.716    -6037.918       11.202    88.9
0.1835        -6026.608    -6037.883       11.275    89.5
0.1840        -6026.551    -6037.849       11.298    89.6
0.1845        -6026.475    -6037.816       11.341    90.0
0.1850        -6026.428    -6037.785       11.357    90.1
0.1855        -6026.414    -6037.756       11.342    90.0
0.1860        -6026.381    -6037.728       11.346    90.0
0.1865        -6026.332    -6037.702       11.370    90.2
0.1870        -6026.222    -6037.678       11.456    90.9
0.1875        -6026.138    -6037.655       11.517    91.4
0.1880        -6026.097    -6037.632       11.535    91.5
0.1885        -6026.014    -6037.610       11.596    92.0
0.1890        -6025.979    -6037.589       11.610    92.1
0.1895        -6025.868    -6037.568       11.700    92.8
0.1900        -6025.842    -6037.548       11.706    92.9
0.1905        -6025.743    -6037.529       11.786    93.5
0.1910        -6025.758    -6037.511       11.753    93.3
0.1915        -6025.714    -6037.497       11.782    93.5
0.1920        -6025.686    -6037.484       11.798    93.6
0.1925        -6025.648    -6037.471       11.823    93.8
0.1930        -6025.521    -6037.460       11.939    94.7
0.1935        -6025.455    -6037.448       11.993    95.2
0.1940        -6025.378    -6037.436       12.059    95.7
0.1945        -6025.345    -6037.425       12.080    95.8
0.1950        -6025.287    -6037.414       12.127    96.2
0.1955        -6025.245    -6037.403       12.158    96.5
0.1960        -6025.266    -6037.393       12.127    96.2
0.1965        -6025.218    -6037.383       12.165    96.5
0.1970        -6025.157    -6037.373       12.217    96.9
0.1975        -6025.179    -6037.365       12.186    96.7
0.1980        -6025.143    -6037.357       12.214    96.9
0.1985        -6025.076    -6037.349       12.273    97.4
0.1990        -6024.978    -6037.343       12.365    98.1
0.1995        -6024.850    -6037.338       12.488    99.1
0.2000        -6024.784    -6037.333       12.549    99.6
0.2005        -6024.760    -6037.330       12.570    99.7
0.2010        -6024.724    -6037.328       12.604   100.0
0.2015        -6024.673    -6037.327       12.654   100.4
0.2020        -6024.574    -6037.325       12.751   101.2
0.2025        -6024.527    -6037.325       12.798   101.6
0.2030        -6024.439    -6037.326       12.887   102.3
0.2035        -6024.378    -6037.326       12.948   102.7
0.2040        -6024.373    -6037.326       12.953   102.8
0.2045        -6024.356    -6037.324       12.969   102.9
0.2050        -6024.311    -6037.323       13.011   103.2
0.2055        -6024.288    -6037.320       13.033   103.4
0.2060        -6024.226    -6037.318       13.092   103.9
0.2065        -6024.182    -6037.315       13.133   104.2
0.2070        -6024.135    -6037.312       13.177   104.6
0.2075        -6024.104    -6037.309       13.204   104.8
0.2080        -6024.006    -6037.305       13.298   105.5
0.2085        -6023.962    -6037.300       13.338   105.8
0.2090        -6023.952    -6037.293       13.340   105.9
0.2095        -6023.824    -6037.284       13.459   106.8
0.2100        -6023.783    -6037.274       13.491   107.0
0.2105        -6023.718    -6037.263       13.545   107.5
0.2110        -6023.741    -6037.253       13.511   107.2
0.2115        -6023.707    -6037.243       13.536   107.4
0.2120        -6023.649    -6037.232       13.584   107.8
0.2125        -6023.564    -6037.221       13.656   108.4
0.2130        -6023.442    -6037.209       13.766   109.2
0.2135        -6023.418    -6037.195       13.778   109.3
0.2140        -6023.379    -6037.182       13.802   109.5
0.2145        -6023.357    -6037.166       13.810   109.6
0.2150        -6023.305    -6037.149       13.843   109.8
0.2155        -6023.309    -6037.131       13.822   109.7
0.2160        -6023.272    -6037.110       13.838   109.8
0.2165        -6023.211    -6037.088       13.877   110.1
0.2170        -6023.111    -6037.064       13.953   110.7
0.2175        -6023.064    -6037.039       13.974   110.9
0.2180        -6022.977    -6037.012       14.035   111.4
0.2185        -6022.875    -6036.984       14.109   112.0
0.2190        -6022.836    -6036.955       14.119   112.0
0.2195        -6022.835    -6036.925       14.090   111.8
0.2200        -6022.765    -6036.894       14.129   112.1
0.2205        -6022.768    -6036.862       14.094   111.8
0.2210        -6022.677    -6036.830       14.153   112.3
0.2215        -6022.640    -6036.799       14.159   112.3
0.2220        -6022.612    -6036.767       14.155   112.3
0.2225        -6022.612    -6036.735       14.123   112.1
0.2230        -6022.607    -6036.702       14.096   111.8
0.2235        -6022.617    -6036.669       14.053   111.5
0.2240        -6022.586    -6036.636       14.050   111.5
0.2245        -6022.520    -6036.602       14.082   111.7
0.2250        -6022.481    -6036.567       14.087   111.8
0.2255        -6022.392    -6036.533       14.141   112.2
0.2260        -6022.359    -6036.500       14.141   112.2
0.2265        -6022.243    -6036.468       14.225   112.9
0.2270        -6022.234    -6036.438       14.204   112.7
0.2275        -6022.193    -6036.408       14.216   112.8
0.2280        -6022.134    -6036.378       14.244   113.0
0.2285        -6022.105    -6036.348       14.244   113.0
0.2290        -6022.041    -6036.320       14.279   113.3
0.2295        -6021.998    -6036.292       14.294   113.4
0.2300        -6021.931    -6036.265       14.335   113.7
0.2305        -6021.904    -6036.240       14.336   113.7
0.2310        -6021.906    -6036.216       14.310   113.5
0.2315        -6021.860    -6036.194       14.334   113.7
0.2320        -6021.780    -6036.173       14.393   114.2
0.2325        -6021.674    -6036.153       14.479   114.9
0.2330        -6021.617    -6036.134       14.516   115.2
0.2335        -6021.637    -6036.114       14.477   114.9
0.2340        -6021.575    -6036.095       14.520   115.2
0.2345        -6021.449    -6036.078       14.630   116.1
0.2350        -6021.428    -6036.063       14.635   116.1
0.2355        -6021.428    -6036.048       14.620   116.0
0.2360        -6021.303    -6036.035       14.732   116.9
0.2365        -6021.220    -6036.022       14.803   117.5
0.2370        -6021.175    -6036.009       14.834   117.7
0.2375        -6021.079    -6035.996       14.917   118.4
0.2380        -6021.075    -6035.984       14.908   118.3
0.2385        -6021.036    -6035.972       14.936   118.5
0.2390        -6020.935    -6035.961       15.026   119.2
0.2395        -6020.888    -6035.951       15.063   119.5
0.2400        -6020.808    -6035.941       15.134   120.1
0.2405        -6020.771    -6035.932       15.161   120.3
0.2410        -6020.719    -6035.924       15.205   120.7
0.2415        -6020.678    -6035.915       15.238   120.9
0.2420        -6020.723    -6035.907       15.184   120.5
0.2425        -6020.702    -6035.897       15.195   120.6
0.2430        -6020.635    -6035.888       15.253   121.0
0.2435        -6020.555    -6035.880       15.324   121.6
0.2440        -6020.454    -6035.869       15.414   122.3
0.2445        -6020.482    -6035.856       15.374   122.0
0.2450        -6020.398    -6035.843       15.445   122.6
0.2455        -6020.240    -6035.827       15.588   123.7
0.2460        -6020.224    -6035.810       15.586   123.7
0.2465        -6020.219    -6035.792       15.574   123.6
0.2470        -6020.137    -6035.770       15.634   124.0
0.2475        -6020.010    -6035.746       15.736   124.9
0.2480        -6019.904    -6035.719       15.816   125.5
0.2485        -6019.859    -6035.691       15.832   125.6
0.2490        -6019.773    -6035.661       15.888   126.1
0.2495        -6019.765    -6035.628       15.863   125.9
0.2500        -6019.731    -6035.595       15.863   125.9
0.2505        -6019.654    -6035.560       15.906   126.2
0.2510        -6019.576    -6035.525       15.949   126.6
0.2515        -6019.554    -6035.488       15.934   126.4
0.2520        -6019.505    -6035.449       15.944   126.5
0.2525        -6019.468    -6035.409       15.941   126.5
0.2530        -6019.419    -6035.369       15.950   126.6
0.2535        -6019.320    -6035.328       16.008   127.0
0.2540        -6019.237    -6035.286       16.050   127.3
0.2545        -6019.196    -6035.243       16.048   127.3
0.2550        -6019.185    -6035.199       16.014   127.1
0.2555        -6019.179    -6035.153       15.974   126.7
0.2560        -6019.166    -6035.108       15.941   126.5
0.2565        -6019.180    -6035.064       15.884   126.0
0.2570        -6019.109    -6035.022       15.914   126.3
0.2575        -6018.994    -6034.982       15.988   126.9
0.2580        -6018.887    -6034.944       16.057   127.4
0.2585        -6018.857    -6034.907       16.050   127.4
0.2590        -6018.808    -6034.871       16.063   127.5
0.2595        -6018.707    -6034.836       16.129   128.0
0.2600        -6018.725    -6034.805       16.079   127.6
0.2605        -6018.595    -6034.775       16.180   128.4
0.2610        -6018.525    -6034.747       16.222   128.7
0.2615        -6018.456    -6034.722       16.266   129.1
0.2620        -6018.476    -6034.698       16.223   128.7
0.2625        -6018.408    -6034.676       16.268   129.1
0.2630        -6018.385    -6034.654       16.270   129.1
0.2635        -6018.307    -6034.635       16.328   129.6
0.2640        -6018.292    -6034.617       16.325   129.5
0.2645        -6018.304    -6034.601       16.298   129.3
0.2650        -6018.340    -6034.586       16.246   128.9
0.2655        -6018.281    -6034.572       16.291   129.3
0.2660        -6018.233    -6034.560       16.327   129.5
0.2665        -6018.212    -6034.549       16.337   129.6
0.2670        -6018.173    -6034.539       16.366   129.9
0.2675        -6018.108    -6034.530       16.423   130.3
0.2680        -6018.010    -6034.521       16.512   131.0
0.2685        -6017.936    -6034.513       16.576   131.5
0.2690        -6017.888    -6034.504       16.615   131.8
0.2695        -6017.866    -6034.494       16.628   131.9
0.2700        -6017.774    -6034.485       16.711   132.6
0.2705        -6017.705    -6034.475       16.770   133.1
0.2710        -6017.638    -6034.466       16.828   133.5
0.2715        -6017.613    -6034.454       16.841   133.6
0.2720        -6017.517    -6034.441       16.924   134.3
0.2725        -6017.458    -6034.427       16.968   134.6
0.2730        -6017.371    -6034.412       17.041   135.2
0.2735        -6017.380    -6034.395       17.016   135.0
0.2740        -6017.345    -6034.379       17.034   135.2
0.2745        -6017.320    -6034.360       17.039   135.2
0.2750        -6017.374    -6034.339       16.965   134.6
0.2755        -6017.340    -6034.315       16.975   134.7
0.2760        -6017.269    -6034.288       17.019   135.0
0.2765        -6017.106    -6034.257       17.152   136.1
0.2770        -6017.153    -6034.224       17.070   135.4
0.2775        -6017.110    -6034.188       17.079   135.5
0.2780        -6017.015    -6034.151       17.136   136.0
0.2785        -6016.979    -6034.110       17.131   135.9
